bin_end_min,bin_idx,bin_label,bin_start_min,distinct_1_mean,distinct_2_mean,distinct_3_mean,distinct_4_mean,distinct_5_mean,n_posts_mean,n_runs_present,scale
2.5,0,0-2,0.0,0.5454571320072136,0.9532222758103696,0.9898308984438988,0.9947455006496533,0.995357846580457,22.5,6,n10
5.0,1,2-5,2.5,0.5320554627507806,0.9644179969156537,0.9954837965484266,0.9984022178825324,0.9991094389188248,20.666666666666668,6,n10
7.5,2,5-7,5.0,0.5609500320734606,0.9694130049443862,0.9972816639372298,0.9996530684346899,1.0,18.5,6,n10
10.0,3,7-10,7.5,0.884001652023729,1.0,1.0,1.0,1.0,2.0,2,n10
