k,seed,run_uid,scheme,first_bin,final_bin,first_n_posts,final_n_posts,delta_dominant_share,delta_topic_entropy_norm,delta_effective_topics,delta_topic_hhi,delta_topic_hhi_norm,internal_family_label,display_family_label,model_family,model_display,roster_name,condition,scale,n_agents,run_id,source_path
12,55,d3df6a84dd4d3b70708eb96a0f10bba44185c1d2,normalized_quartile,Q1,Q4,347,282,0.5743863306558752,-0.5477464835428805,-3.7879818718183174,0.6515198101928577,0.7107488838467537,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag0,n30,30,ec-mag0-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag0-n30-run01
12,55,d5d7b1a2572406b60ace3bd23d4cc7d8f2012e7e,fixed_15m,0-15m,45-60m,123,101,0.12299766562022052,-0.15830634716464903,-0.5933327334155507,0.20968281736967964,0.2287448916760142,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag1,n10,10,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag1
12,55,d5d7b1a2572406b60ace3bd23d4cc7d8f2012e7e,normalized_quartile,Q1,Q4,120,113,0.08702064896755157,-0.09234496230628908,-0.37803858128289125,0.14176935677552394,0.15465748011875335,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag1,n10,10,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag1
12,55,e154bb93b5a393e6fb0f4d5a452cade8604e8b8f,fixed_15m,0-15m,45-60m,246,218,0.18117401357499813,-0.149605249730541,-1.3438642729924122,0.13268574377849018,0.1447480841219893,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-tech,n20,20,ec-dom-tech-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-dom-tech-n20-run01
12,55,e154bb93b5a393e6fb0f4d5a452cade8604e8b8f,normalized_quartile,Q1,Q4,239,232,0.17223344394748236,-0.14853473304744252,-1.3332337863178338,0.131537941829932,0.14349593654174403,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-tech,n20,20,ec-dom-tech-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-dom-tech-n20-run01
12,55,e41af4033606fa74e22b7f0ed8bdbadc86f1c0e8,fixed_15m,0-15m,45-60m,117,55,-0.2441336441336442,0.09910304415187643,0.7080624859295557,-0.18978365328015678,-0.20703671266926194,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag25
12,55,e41af4033606fa74e22b7f0ed8bdbadc86f1c0e8,normalized_quartile,Q1,Q4,110,64,-0.1647727272727273,0.05921072433657576,0.41146294356940327,-0.13816890495867773,-0.15072971450037576,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag25
12,55,e4c789ed0207d395efe5162fa0de6cfeee2ea0cb,fixed_15m,0-15m,45-60m,393,387,0.01069096790737123,-0.03687790575732647,-0.2656131699154649,0.019129765570968515,0.020868835168329325,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n30,30,ec-mag1-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-mag1-n30-run01
12,55,e4c789ed0207d395efe5162fa0de6cfeee2ea0cb,normalized_quartile,Q1,Q4,391,389,0.00869170737480196,-0.03596442523032911,-0.2589751558239648,0.016979750735946764,0.01852336443921465,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n30,30,ec-mag1-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-mag1-n30-run01
12,55,e55196f00ddf9d233571b38dd33f82e0a10f99fc,fixed_15m,0-15m,45-60m,121,62,-0.3563049853372434,0.1452465982027975,1.3062144171762138,-0.2655076214991029,-0.2896446779990214,mixed_model_roster,Mixed-model roster,mixed-roster/qwen3.5-27b,Mixed roster (Qwen 3.5 27B),Mixed roster (Qwen 3.5 27B),dom-tech,n10,10,dom-tech-qwen35-27b-133846-dom-tech-n10-run01-frontier-mixed-openrouter-20260504,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/dom-tech
12,55,e55196f00ddf9d233571b38dd33f82e0a10f99fc,normalized_quartile,Q1,Q4,116,68,-0.3417849898580122,0.1353108982581266,1.2147690621452303,-0.2555570070232751,-0.27878946220720924,mixed_model_roster,Mixed-model roster,mixed-roster/qwen3.5-27b,Mixed roster (Qwen 3.5 27B),Mixed roster (Qwen 3.5 27B),dom-tech,n10,10,dom-tech-qwen35-27b-133846-dom-tech-n10-run01-frontier-mixed-openrouter-20260504,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/dom-tech
12,55,e78d2299fffa61f97d1cf7301600790b69c6684b,fixed_15m,0-15m,45-60m,229,90,0.20684133915574965,-0.27939499427406195,-1.159965290726041,0.3393235996431968,0.37017119961076017,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n20,20,ec-dom-tech-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-dom-tech-n20-run01
12,55,e78d2299fffa61f97d1cf7301600790b69c6684b,normalized_quartile,Q1,Q4,229,90,0.20684133915574965,-0.27939499427406195,-1.159965290726041,0.3393235996431968,0.37017119961076017,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n20,20,ec-dom-tech-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-dom-tech-n20-run01
12,55,ed89d518f117e12c753d18ad471c73ef335e5f8a,fixed_15m,0-15m,45-60m,102,65,0.031070889894419307,-0.03834919010891075,-0.19340905064472946,0.046856488969877264,0.05111616978532074,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,mag1,n10,10,ec-mag1-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-mag1-n10-run01
12,55,ed89d518f117e12c753d18ad471c73ef335e5f8a,normalized_quartile,Q1,Q4,98,72,-0.01814058956916098,0.017076109401279682,0.09065238525710839,-0.022977823026413713,-0.02506671602881494,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,mag1,n10,10,ec-mag1-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-mag1-n10-run01
12,55,f6a9af6b0a8c242dfd9a45a69e65095585df6073,fixed_15m,0-15m,45-60m,90,69,-0.10434782608695659,0.0849813550201231,0.48955004860580065,-0.13526103292959002,-0.14755749046864364,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,mag25,n10,10,ec-mag25-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-mag25-n10-run01
12,55,f6a9af6b0a8c242dfd9a45a69e65095585df6073,normalized_quartile,Q1,Q4,87,78,-0.11229000884173301,0.08707553238054405,0.492589373254698,-0.14265991536640055,-0.15562899858152784,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,mag25,n10,10,ec-mag25-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-mag25-n10-run01
12,55,f72c9286aaf0b0bf2f86e8fbf6de8557b90f7bac,fixed_15m,0-15m,45-60m,73,19,-0.18168709444844988,0.21942848099408369,2.147579240854995,-0.1763330212723045,-0.1923632959334231,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,mag5,n10,10,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag5
12,55,f72c9286aaf0b0bf2f86e8fbf6de8557b90f7bac,normalized_quartile,Q1,Q4,70,24,-0.1833333333333333,0.2530994842525474,2.5523345465785092,-0.19368480725623577,-0.21129251700680268,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,mag5,n10,10,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag5
12,55,f8b4c00ced286f4e74dddf7057f58924bd6eeabe,fixed_15m,0-15m,45-60m,422,319,-0.08246296929088237,0.05042038829566026,0.2773209182732197,-0.10936106269424273,-0.11930297748462837,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag25,n30,30,ec-mag25-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-mag25-n30-run01
12,55,f8b4c00ced286f4e74dddf7057f58924bd6eeabe,normalized_quartile,Q1,Q4,422,320,-0.0816498815165877,0.04972151110465134,0.27323469017081337,-0.10833216786039179,-0.11818054675679102,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag25,n30,30,ec-mag25-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-mag25-n30-run01
12,55,fa1544d4921dee1eee06b14a95889337c8727c45,fixed_15m,0-15m,45-60m,81,64,-0.0615354938271605,0.027817150845989624,0.1462189985815403,-0.08146370956218563,-0.08886950134056615,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-dom-tech-n10-run01
12,55,fa1544d4921dee1eee06b14a95889337c8727c45,normalized_quartile,Q1,Q4,78,76,-0.10964912280701755,0.0617368109144289,0.3329140428310038,-0.1419553763470235,-0.15486041056038924,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-dom-tech-n10-run01
12,55,fac59a18eccee1e49da0a16a7590f09691a89e35,fixed_15m,0-15m,45-60m,258,246,0.021554169030062353,-0.08078380362271526,-0.4453101046864716,0.041200158535637965,0.044945627493423235,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n20,20,ec-mag1-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-mag1-n20-run01
12,55,fac59a18eccee1e49da0a16a7590f09691a89e35,normalized_quartile,Q1,Q4,256,258,0.02498183139534882,-0.08449655747812257,-0.4614095854005078,0.04620235524035132,0.050402569353110604,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n20,20,ec-mag1-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-mag1-n20-run01
12,55,fc9ac31f2cddf9fe833f67dd50aec10f4c098072,fixed_15m,0-15m,45-60m,121,98,0.006577837746668924,-0.037759837139356156,-0.46757783310265477,0.004020932356890605,0.004386471662062491,mixed_model_roster,Mixed-model roster,mixed-roster/qwen3.5-27b,Mixed roster (Qwen 3.5 27B),Mixed roster (Qwen 3.5 27B),dom-agi,n10,10,dom-agi-qwen35-27b-133846-dom-agi-n10-run01-frontier-mixed-openrouter-20260504,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/dom-agi
12,55,fc9ac31f2cddf9fe833f67dd50aec10f4c098072,normalized_quartile,Q1,Q4,117,109,-0.011369873755194826,-0.007992023369946866,-0.10203031755550995,-0.012267438250315454,-0.013382659909435046,mixed_model_roster,Mixed-model roster,mixed-roster/qwen3.5-27b,Mixed roster (Qwen 3.5 27B),Mixed roster (Qwen 3.5 27B),dom-agi,n10,10,dom-agi-qwen35-27b-133846-dom-agi-n10-run01-frontier-mixed-openrouter-20260504,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/dom-agi
12,55,ffbb280aad8553b955a5ae767b7b08d35fe49ffa,normalized_quartile,Q1,Q4,228,52,0.019568151147098534,-0.17238620170950691,-1.8744133037937138,0.0881409118144682,0.09615372197941985,obsession_prompting,Obsession prompting,gpt-5,GPT-5,GPT-5,dom-tech,n10,10,obs-dom-tech-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-dom-tech-5h
16,11,00882806f4b0287544272e5289b9188ba5b0c929,fixed_15m,0-15m,45-60m,232,115,0.09092953523238373,-0.12081243883915693,-1.2395563825148246,0.11202664597236606,0.11949508903719047,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag1,n30,30,ec-mag1-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01
16,11,00882806f4b0287544272e5289b9188ba5b0c929,normalized_quartile,Q1,Q4,248,114,0.12542444821731746,-0.1177062406262196,-1.1821787727949484,0.12788804543717763,0.1364139151329895,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag1,n30,30,ec-mag1-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag1-n30-run01
16,11,05155a79b700ad10d546875b19089a5693d74590,normalized_quartile,Q1,Q4,199,29,-0.11817709235834345,0.03924665803092647,0.36288282581351883,-0.06347219579514934,-0.06770367551482598,obsession_prompting,Obsession prompting,gpt-5,GPT-5,GPT-5,mag5,n10,10,obs-mag5-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag5-5h
16,11,05377070212bd282b603e8ff525b5f27999e1b5a,fixed_15m,0-15m,45-60m,107,82,0.24732163209482566,-0.14702733458055117,-1.2392827545869771,0.17549862517834447,0.1871985335235674,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
16,11,05377070212bd282b603e8ff525b5f27999e1b5a,normalized_quartile,Q1,Q4,98,129,0.24094288878342035,-0.12970097559584243,-1.1406467164720904,0.19177364878689523,0.20455855870602158,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01
16,11,05e3c7f9d60777242d07f3abb8663a3b6ba375d3,normalized_quartile,Q1,Q4,307,33,-0.09535090316849276,0.012675813158659621,0.1665888957001469,-0.04180092237742236,-0.04458765053591718,obsession_prompting,Obsession prompting,gpt-5,GPT-5,GPT-5,mag1,n10,10,obs-mag1-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag1-5h
16,11,071b1111ea14702baa81d46e561002e9e8421824,fixed_15m,0-15m,45-60m,134,96,-0.13666044776119401,0.039001875213983794,0.6376729093934639,-0.07212156142484094,-0.07692966551983035,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
16,11,071b1111ea14702baa81d46e561002e9e8421824,normalized_quartile,Q1,Q4,123,121,-0.11697910367533432,0.03686084847347715,0.6038888366072834,-0.06391959458517193,-0.06818090089085008,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag1,n10,10,ec-mag1-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04
16,11,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,fixed_15m,0-15m,45-60m,136,86,0.5104309165526675,-0.4199644044323639,-2.3481129608676117,0.626884844702364,0.6686771676825217,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag5,n10,10,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5
16,11,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,normalized_quartile,Q1,Q4,132,101,0.49767476747674766,-0.4232520328889304,-2.3608628069236515,0.6275474307106677,0.6693839260913789,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag5,n10,10,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5
16,11,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,normalized_quartile,Q1,Q4,90,36,0.05555555555555558,-0.030946614333376976,-0.40229331048347117,0.032037037037037,0.03417283950617281,obsession_prompting,Obsession prompting,gpt-5,GPT-5,GPT-5,mag25,n10,10,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h
16,11,0e810c3a077d74956348bd4b33566f4e5e61696a,fixed_15m,0-15m,45-60m,124,115,-0.0040673211781205865,0.04870731300058545,0.31565280090030434,-0.026233946208364278,-0.02798287595558857,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
16,11,0e810c3a077d74956348bd4b33566f4e5e61696a,normalized_quartile,Q1,Q4,143,162,-0.22356039022705687,0.02525784437683054,0.1559597849373886,-0.1260447802794344,-0.13444776563139665,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-tech,n10,10,ec-dom-tech-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
16,11,0ee98d63b346418608942fa67b651868996e3851,fixed_15m,0-15m,45-60m,96,52,0.4118589743589744,-0.23802539985333435,-1.7792754637396313,0.3509397086620645,0.37433568923953536,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi
16,11,0ee98d63b346418608942fa67b651868996e3851,normalized_quartile,Q1,Q4,95,56,0.4319548872180451,-0.25073140444579134,-1.8523477642496657,0.37207508903838543,0.39688009497427773,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi
16,11,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,fixed_15m,0-15m,45-60m,139,107,0.11255294829556911,-0.053150421494817246,-0.46531870264536,0.04022963577107752,0.04291161148914935,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
16,11,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,normalized_quartile,Q1,Q4,163,172,0.07604508489085465,-0.04319412886368362,-0.3740819859089437,0.014342806522669727,0.015298993624181079,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
16,11,18088a92d62b15012b1a8e4e157b4004bfeed062,fixed_15m,0-15m,45-60m,105,32,-0.16279761904761902,-0.05199867342963688,-0.2951378605540562,-0.12863219246031743,-0.13720767195767192,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag5,n10,10,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5
16,11,18088a92d62b15012b1a8e4e157b4004bfeed062,normalized_quartile,Q1,Q4,99,38,-0.2291334396597554,-0.05131406537548694,-0.3019783955892943,-0.14797743799674457,-0.15784260052986088,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag5,n10,10,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5
16,11,1db20037aead8578550d08c4c9a85a108d16df59,fixed_15m,0-15m,45-60m,93,28,0.16129032258064513,-0.2148016879321356,-0.8140406082698968,0.2837322233784252,0.3026477049369869,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag1,n10,10,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1
16,11,1db20037aead8578550d08c4c9a85a108d16df59,normalized_quartile,Q1,Q4,90,33,0.13636363636363635,-0.17083159459116143,-0.6939546545365203,0.2330823385368841,0.24862116110600974,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag1,n10,10,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1
16,11,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,fixed_15m,0-15m,45-60m,104,24,0.27884615384615385,-0.3742647788880816,-1.822667345439474,0.46209319526627224,0.4928994082840237,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25
16,11,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,normalized_quartile,Q1,Q4,103,28,0.2815533980582524,-0.3767471465079821,-1.8421616003423416,0.4656423791120746,0.4966852043862129,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25
16,11,1fe60ca12bde7999c8575bb980380ece20ae5bb7,fixed_15m,0-15m,45-60m,301,54,0.16494401378122314,-0.2808268057052665,-2.35045256105113,0.23090321756124255,0.24629676539865875,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n30,30,ec-dom-agi-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-dom-agi-n30-run01
16,11,1fe60ca12bde7999c8575bb980380ece20ae5bb7,normalized_quartile,Q1,Q4,309,55,0.19470432480141214,-0.27999295838541105,-2.32787253290967,0.23423316879884637,0.24984871338543616,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n30,30,ec-dom-agi-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-dom-agi-n30-run01
16,11,22cd2e17435a6586911c5f4461a0251b32de1073,fixed_15m,0-15m,45-60m,294,374,0.12759649314271165,-0.13705018661437007,-1.3233679031062682,0.10867847382025247,0.1159237054082693,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n30,30,ec-mag25-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag25-n30-run01
16,11,22cd2e17435a6586911c5f4461a0251b32de1073,normalized_quartile,Q1,Q4,315,384,0.10803571428571429,-0.15103545528287454,-1.3804597088658546,0.10591043723623711,0.11297113305198625,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n30,30,ec-mag25-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag25-n30-run01
16,11,283d2b449ecf220fd6c980136dccc3ad39cd3707,fixed_15m,0-15m,45-60m,306,375,0.26933333333333337,-0.3171639679824345,-3.2660146987085854,0.26162657166047254,0.279068343104504,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag5,n30,30,ec-mag5-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag5-n30-run01
16,11,283d2b449ecf220fd6c980136dccc3ad39cd3707,normalized_quartile,Q1,Q4,322,355,0.12115300498644038,-0.3133813726854262,-3.165393412295371,0.23123344847088953,0.24664901170228218,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag5,n30,30,ec-mag5-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag5-n30-run01
16,11,2e3181acc1de0142801f6e9d663a1d0a3eb1185b,fixed_15m,0-15m,45-60m,277,251,0.2035899722409999,-0.1267719672346359,-2.0054110423641234,0.10027361731064977,0.10695852513135976,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-agi,n20,20,ec-dom-agi-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-dom-agi-n20-run01
