k,seed,run_uid,scheme,first_bin,final_bin,first_n_posts,final_n_posts,delta_dominant_share,delta_topic_entropy_norm,delta_effective_topics,delta_topic_hhi,delta_topic_hhi_norm,internal_family_label,display_family_label,model_family,model_display,roster_name,condition,scale,n_agents,run_id,source_path
8,22,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,normalized_quartile,Q1,Q4,86,32,0.11627906976744184,-0.2540137582770373,-1.7546827149901816,0.16374877467550025,0.18714145677200028,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0
8,22,31f3b974cca31d103912cdc91c7f87fd86613646,fixed_15m,0-15m,45-60m,106,43,0.5,-0.6106955290184063,-2.560516620164302,0.655749377002492,0.7494278594314194,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,dom-tech,n10,10,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech
8,22,31f3b974cca31d103912cdc91c7f87fd86613646,normalized_quartile,Q1,Q4,100,50,0.49,-0.5457070605879524,-2.496383695867343,0.5964,0.6816000000000001,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,dom-tech,n10,10,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/dom-tech
8,22,329e6d908c55bed5cac56f80110982ca7a35521b,normalized_quartile,Q1,Q4,292,24,0.0410958904109589,0.004527695863445258,0.029212684372672104,0.015713939450803793,0.017958787943775756,obsession_prompting,Obsession prompting,gpt-5,GPT-5,GPT-5,mag0,n10,10,obs-mag0-n10-run01-gpt-5-20260419,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag0-5h
8,22,330e1a41290a2555b44f8f58cd57372b1ba6defc,fixed_15m,0-15m,45-60m,218,101,0.4900990099009901,-0.5995990748536645,-2.620912340021994,0.6504976056510332,0.7434258350297522,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n20,20,ec-mag25-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag25-n20-run01
8,22,330e1a41290a2555b44f8f58cd57372b1ba6defc,normalized_quartile,Q1,Q4,289,124,0.35182498046656996,-0.4759657973173809,-1.9494663673252153,0.5107382503426428,0.5837008575344489,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n20,20,ec-mag25-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag25-n20-run01
8,22,33c3b5876d814d432c9957f3441f01e58e4f8681,fixed_15m,0-15m,45-60m,88,24,-0.14015151515151514,0.09323196083859023,0.2939943083549288,-0.1999540863177226,-0.22851895579168302,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi
8,22,33c3b5876d814d432c9957f3441f01e58e4f8681,normalized_quartile,Q1,Q4,84,31,-0.18663594470046085,0.11611815181840329,0.37971765959458215,-0.247163468231552,-0.2824725351217737,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/dom-agi
8,22,356e5ccaff59febc37a3e2d77af06ee9124f1174,fixed_15m,0-15m,45-60m,118,35,-0.09588377723970953,0.03725965080092597,0.2291226015040566,-0.06344669898985178,-0.07251051313125917,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/dom-agi
8,22,356e5ccaff59febc37a3e2d77af06ee9124f1174,normalized_quartile,Q1,Q4,113,42,-0.054150863885377154,-4.928645551072197e-05,-0.0002965616429806417,-0.029394993437372896,-0.03359427821414046,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/dom-agi
8,22,3c07c8a137acc14cbf386858b07571d87cdd9661,fixed_15m,0-15m,45-60m,104,57,0.0003373819163292602,-0.06620696157616618,-0.37552269091298207,0.047161985208011126,0.053899411666298414,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag0
8,22,3c07c8a137acc14cbf386858b07571d87cdd9661,normalized_quartile,Q1,Q4,99,65,0.05501165501165495,-0.08173815806376561,-0.4689290700339739,0.08089323091654088,0.092449406761761,base_model_as_tool,Base model as tool,olmo-3-32b-instruct,OLMo 3 32B Instruct,OLMo 3 32B Instruct,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag0
8,22,3e5bf186cf7a94eaeb68ffb8f80fd08f08ab8698,fixed_15m,0-15m,45-60m,126,66,0.0923520923520923,-0.12782501930681137,-0.4646397483509015,0.14407630208495992,0.16465863095423994,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag0
8,22,3e5bf186cf7a94eaeb68ffb8f80fd08f08ab8698,normalized_quartile,Q1,Q4,126,77,0.10750360750360743,-0.14976755076321085,-0.5327042026268265,0.16975048360329736,0.19400055268948269,base_model_as_tool,Base model as tool,olmo-3-32b-base,OLMo 3 32B Base,OLMo 3 32B Base,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260408,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag0
8,22,4066c2db36af714648d91e123bd873596c77975c,fixed_15m,0-15m,45-60m,103,57,0.059444728325668494,-0.13689113720313228,-0.5703761594610537,0.09371265899343106,0.10710018170677837,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n10,10,ec-dom-agi-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-agi-n10-run01
8,22,4066c2db36af714648d91e123bd873596c77975c,normalized_quartile,Q1,Q4,89,111,0.18179977730539532,-0.2527762571397158,-0.9845598415171042,0.26345067450988424,0.30108648515415337,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n10,10,ec-dom-agi-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-agi-n10-run01
8,22,414de5708c19ec70bf042d934ff00dcab6a86d15,fixed_15m,0-15m,45-60m,139,56,-0.05819630010277488,0.11130498293826335,0.6968558950588633,-0.06639459391230212,-0.07587953589977386,mixed_model_roster,Mixed-model roster,mixed-roster/qwen3.5-27b,Mixed roster (Qwen 3.5 27B),Mixed roster (Qwen 3.5 27B),mag0,n10,10,mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0
8,22,414de5708c19ec70bf042d934ff00dcab6a86d15,normalized_quartile,Q1,Q4,133,63,-0.0593149540517961,0.11394104856051135,0.718198918376034,-0.06903502141597367,-0.07889716733254137,mixed_model_roster,Mixed-model roster,mixed-roster/qwen3.5-27b,Mixed roster (Qwen 3.5 27B),Mixed roster (Qwen 3.5 27B),mag0,n10,10,mag0-qwen35-27b-133846-mag0-n10-run01-frontier-mixed-openrouter-20260504,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag0
8,22,45aa6f3394d187bec1a0e0922643255c81110e18,normalized_quartile,Q1,Q4,157,11,-0.07237984944991316,0.05876054215540705,0.3110709545269388,-0.07055757043770577,-0.08063722335737805,obsession_prompting,Obsession prompting,gpt-5,GPT-5,GPT-5,mag25,n10,10,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-5h-run02
8,22,492749e14c1d31c537500839d9acfdebf72fe9dc,fixed_15m,0-15m,45-60m,242,211,0.078649484939877,-0.16525629480298465,-0.6011395807093842,0.12970332165102294,0.1482323676011691,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag1,n20,20,ec-mag1-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag1-n20-run01
8,22,492749e14c1d31c537500839d9acfdebf72fe9dc,normalized_quartile,Q1,Q4,337,230,-0.09904528447942207,0.01347342794206624,0.0526477795124376,-0.10377823123642238,-0.11860369284162553,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag1,n20,20,ec-mag1-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag1-n20-run01
8,22,4c06e3844799c2a860b0208154d5ecc99ebef93c,normalized_quartile,Q1,Q4,27,2,0.5185185185185186,-0.4965740545378913,-1.8083488633364997,0.5953360768175584,0.6803840877914953,obsession_prompting,Obsession prompting,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gemini-flash-lite/obs-mag25-1h
8,22,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,fixed_15m,0-15m,45-60m,408,352,0.08199643493761144,-0.12763032656431,-0.5852271846470167,0.09262380409950399,0.10585577611371888,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-agi,n30,30,ec-dom-agi-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-dom-agi-n30-run01
8,22,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,normalized_quartile,Q1,Q4,403,362,0.08959735684027259,-0.12911750257941335,-0.5894646354738562,0.09780889685842559,0.11178159640962926,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-agi,n30,30,ec-dom-agi-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-dom-agi-n30-run01
8,22,4e64daf3585c64b385539431560b4f447e7426d1,fixed_15m,0-15m,45-60m,114,28,0.25187969924812026,-0.3610091970626007,-2.0546930577530276,0.3449051827563897,0.3941773517215882,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,mag1,n10,10,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag1
8,22,4e64daf3585c64b385539431560b4f447e7426d1,normalized_quartile,Q1,Q4,111,34,0.26073131955484896,-0.3876470199355966,-2.095342448400479,0.3705955090038134,0.4235377245757867,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,mag1,n10,10,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag1
8,22,52cbe1b58dae376873d521996f9f08f26579623f,fixed_15m,0-15m,45-60m,114,96,0.015350877192982448,-0.21001357448336855,-1.5800444127304853,0.1018119758002462,0.11635654377170995,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag0,n10,10,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04
8,22,52cbe1b58dae376873d521996f9f08f26579623f,normalized_quartile,Q1,Q4,107,114,0.0035251680603378688,-0.18815530751674825,-1.4813085794308778,0.08706184002651135,0.09949924574458441,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag0,n10,10,ec-mag0-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag0-run04
8,22,558bbf089edf8ec148df65fb11c452f9dbe7425d,fixed_15m,0-15m,45-60m,140,80,-0.010714285714285676,-0.2685649640998446,-1.5830155079147032,0.13305484693877562,0.1520626822157436,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-tech,n10,10,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04
8,22,558bbf089edf8ec148df65fb11c452f9dbe7425d,normalized_quartile,Q1,Q4,130,123,0.02933083176985618,-0.28219147148002255,-1.7056187506836689,0.1504317856571552,0.1719220407510345,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-tech,n10,10,ec-dom-tech-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-tech-run04
8,22,5a3139019e30ef5344c4f09f69968cf1d93292a0,fixed_15m,0-15m,45-60m,154,57,0.12645249487354748,-0.22509220933571483,-1.2680010732976608,0.16429059662142365,0.1877606818530556,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-agi,n10,10,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04
8,22,5a3139019e30ef5344c4f09f69968cf1d93292a0,normalized_quartile,Q1,Q4,139,85,0.11790097333897587,-0.2127929453633446,-1.231437465493856,0.1573404917001402,0.1798177048001603,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-agi,n10,10,ec-dom-agi-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-dom-agi-run04
8,22,5b52b86fbf48eaf8f21e53dbc81763e19ef77aa8,fixed_15m,0-15m,45-60m,241,141,0.0017951208028016419,-0.03465405707237418,-0.14474549911582013,0.010204001631889281,0.011661716150730639,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n20,20,ec-dom-agi-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-dom-agi-n20-run01
8,22,5b52b86fbf48eaf8f21e53dbc81763e19ef77aa8,normalized_quartile,Q1,Q4,249,155,0.06531934188366373,-0.09681243887822158,-0.37351472174367717,0.10159796523036191,0.11611196026327075,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n20,20,ec-dom-agi-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-dom-agi-n20-run01
8,22,5b9f012b18953905b1a247a07318da194aa56ee9,fixed_15m,0-15m,45-60m,82,74,-0.10514172709294667,0.14175601224899423,0.5460306068757657,-0.16703138979936905,-0.19089301691356464,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,dom-agi,n10,10,ec-dom-agi-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-dom-agi-n10-run01
8,22,5b9f012b18953905b1a247a07318da194aa56ee9,normalized_quartile,Q1,Q4,78,82,-0.09318323952470298,0.13109488643142309,0.4838331496089294,-0.15164340126587872,-0.1733067443038614,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,dom-agi,n10,10,ec-dom-agi-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-dom-agi-n10-run01
8,22,5da5a08d776acf648cf486d44e05466a27a378de,fixed_15m,0-15m,45-60m,86,42,0.2142857142857143,-0.27137183423977074,-1.6948940206374972,0.231212189220379,0.26424250196614746,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag25
8,22,5da5a08d776acf648cf486d44e05466a27a378de,normalized_quartile,Q1,Q4,84,48,0.14583333333333337,-0.2070591664317752,-1.3637083152865874,0.16312358276643996,0.18642695173307422,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag25
8,22,5f2ed3316d14545663bd04bbe9267b5e93087973,fixed_15m,0-15m,45-60m,101,44,-0.08235823582358237,-0.07548185105600763,-0.44389326534526363,-0.05151303834253812,-0.058872043820043574,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,dom-tech,n10,10,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/dom-tech
8,22,5f2ed3316d14545663bd04bbe9267b5e93087973,normalized_quartile,Q1,Q4,101,47,-0.07752264588160951,-0.07824150314829142,-0.4588389448478605,-0.04751502495627846,-0.054302885664318234,base_model_as_tool,Base model as tool,qwen-3.5-35b-a3b-base,Qwen 3.5 35B A3B Base,Qwen 3.5 35B A3B Base,dom-tech,n10,10,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/dom-tech
8,22,60fb124e73e2bceb6c718e3c702dc9c7d439edb3,fixed_15m,0-15m,45-60m,318,262,0.33407748811752846,-0.23374676778599512,-0.9658366860961658,0.29299956064489524,0.33485664073702315,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n30,30,ec-dom-tech-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-dom-tech-n30-run01
8,22,60fb124e73e2bceb6c718e3c702dc9c7d439edb3,normalized_quartile,Q1,Q4,329,271,0.3350306755347189,-0.2350979970685315,-0.9643162684188185,0.29779098108817703,0.34033254981505945,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-tech,n30,30,ec-dom-tech-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-dom-tech-n30-run01
8,22,622f84977711e3c80802f4c0c0518fa5730ddbe0,fixed_15m,0-15m,45-60m,127,110,-0.09219756621331421,0.022593012974482074,0.08255965319069358,-0.11716928954519057,-0.13390775948021783,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-agi,n10,10,ec-dom-agi-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-agi-n10-run01
8,22,622f84977711e3c80802f4c0c0518fa5730ddbe0,normalized_quartile,Q1,Q4,149,159,0.07260140981807439,-0.12699758063815939,-0.4218835506316816,0.12176212120239482,0.13915670994559404,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,dom-agi,n10,10,ec-dom-agi-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-agi-n10-run01
8,22,6315a15e7c3c07638de13be0f701d0b86943cae5,fixed_15m,0-15m,45-60m,270,199,0.16255350828215154,-0.22333404171848176,-1.3927746459095944,0.17260087825995718,0.1972581465828082,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag0,n20,20,ec-mag0-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-mag0-n20-run01
8,22,6315a15e7c3c07638de13be0f701d0b86943cae5,normalized_quartile,Q1,Q4,338,224,0.15125739644970415,-0.1699525028064967,-1.0747521581561101,0.14683083795451413,0.16780667194801616,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag0,n20,20,ec-mag0-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-mag0-n20-run01
8,22,6336340d7b86d78a9e57368308f8d13d132bf5c7,fixed_15m,0-15m,45-60m,82,58,-0.05761143818334735,0.11529263342203919,0.38694689198843046,-0.09947790264132728,-0.11368903159008836,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-mag5-n10-run01
8,22,6336340d7b86d78a9e57368308f8d13d132bf5c7,normalized_quartile,Q1,Q4,81,68,-0.0629992737835875,0.12293123442990234,0.41731178856514917,-0.10790681963094284,-0.12332207957822039,single_model_final,Single-model final runs,z-ai/glm-5,GLM-5,GLM-5,mag5,n10,10,ec-mag5-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/glm-5/agents-10/ec-mag5-n10-run01
8,22,6c3d862b9c7533fbff62a8485b176b48545cb764,fixed_15m,0-15m,45-60m,404,370,0.07289269467487292,-0.2345338505103881,-1.6104315184347873,0.14657826876280555,0.16751802144320635,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag0,n30,30,ec-mag0-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-mag0-n30-run01
8,22,6c3d862b9c7533fbff62a8485b176b48545cb764,normalized_quartile,Q1,Q4,401,373,0.07359617043182926,-0.23339224310556617,-1.6098556827418968,0.14590596476434065,0.16674967401638932,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag0,n30,30,ec-mag0-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-30/ec-mag0-n30-run01
8,22,6d3e2805af6653babf2fedb85ca20790cd830d58,fixed_15m,0-15m,45-60m,141,18,0.22695035460992902,-0.205404575224782,-1.26876289079512,0.17823550123233234,0.2036977156940941,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag25,n10,10,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04
8,22,6d3e2805af6653babf2fedb85ca20790cd830d58,normalized_quartile,Q1,Q4,129,43,0.20155038759689925,-0.20328080408532856,-1.282593139416869,0.15756264647557244,0.18007159597208278,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag25,n10,10,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04
8,22,6d6c7fa4a015ec0f2ab213125964e1f85605497c,fixed_15m,0-15m,45-60m,227,64,0.2819383259911894,-0.4038491008185698,-1.3158588142305105,0.441731840322925,0.5048363889404857,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag0,n20,20,ec-mag0-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag0-n20-run01
8,22,6d6c7fa4a015ec0f2ab213125964e1f85605497c,normalized_quartile,Q1,Q4,226,66,0.2831858407079646,-0.40492944722801943,-1.3210672791594034,0.44314355078706236,0.5064497723280712,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag0,n20,20,ec-mag0-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag0-n20-run01
8,22,81e379c3d806dcd84af9f89395a169434aa666d3,fixed_15m,0-15m,45-60m,274,236,0.19584312755165156,-0.2163434303162134,-1.273510610797079,0.21645570753169857,0.2473779514647984,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag25,n20,20,ec-mag25-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-mag25-n20-run01
8,22,81e379c3d806dcd84af9f89395a169434aa666d3,normalized_quartile,Q1,Q4,788,339,0.22138493329140652,-0.27431773568079676,-1.3032490694789958,0.28598438538415616,0.3268392975818928,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,mag25,n20,20,ec-mag25-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-mag25-n20-run01
8,22,852f26a14ae81926ea3105598ca9785c486f6611,fixed_15m,0-15m,45-60m,139,104,-0.22634200332042054,0.08004139423683967,0.2985254096502803,-0.2010266292095947,-0.22974471909667965,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag25,n10,10,ec-mag25-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag25-n10-run01
8,22,852f26a14ae81926ea3105598ca9785c486f6611,normalized_quartile,Q1,Q4,170,181,-0.11046473838154047,0.04183712928122074,0.15676737992965628,-0.11165073798081926,-0.12760084340665068,single_model_final,Single-model final runs,moonshotai/kimi-k2.5,Kimi K2.5,Kimi K2.5,mag25,n10,10,ec-mag25-n10-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag25-n10-run01
