internal_family_label,model_display,scheme,k,seed,n_runs,delta_dominant_share_mean,delta_dominant_share_median,delta_dominant_share_n_negative,delta_dominant_share_n_positive,delta_dominant_share_sign_p,delta_topic_entropy_norm_mean,delta_topic_entropy_norm_median,delta_topic_entropy_norm_n_negative,delta_topic_entropy_norm_n_positive,delta_topic_entropy_norm_sign_p,delta_effective_topics_mean,delta_effective_topics_median,delta_effective_topics_n_negative,delta_effective_topics_n_positive,delta_effective_topics_sign_p,delta_topic_hhi_mean,delta_topic_hhi_median,delta_topic_hhi_n_negative,delta_topic_hhi_n_positive,delta_topic_hhi_sign_p,delta_topic_hhi_norm_mean,delta_topic_hhi_norm_median,delta_topic_hhi_norm_n_negative,delta_topic_hhi_norm_n_positive,delta_topic_hhi_norm_sign_p
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,8,11,6,0.0030276479461390318,0.01977449969284556,2,4,0.6875,0.05148247023733812,0.051064342847267685,1,5,0.21875,0.4391157147841828,0.43143062827958856,1,5,0.21875,-0.01310630032269465,0.008243521939457849,2,4,0.6875,-0.014978628940222458,0.009421167930808966,2,4,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,8,22,6,-0.11568353529814479,-0.12017172798272122,5,1,0.21875,0.08185998539917687,0.0864588477937181,1,5,0.21875,0.6844471183455337,0.6370644778572521,1,5,0.21875,-0.087839490955586,-0.09946602709090219,5,1,0.21875,-0.10038798966352684,-0.11367545953245964,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,8,33,6,-0.09801508655112623,-0.09305577992489605,6,0,0.03125,0.0040469024802726366,-0.00020840576558311952,3,3,1.0,0.10803523371306596,-0.003791252135201706,3,3,1.0,-0.04809520751184454,-0.05084267389259273,5,1,0.21875,-0.05496595144210805,-0.05810591302010598,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,8,44,6,-0.03274726789476432,0.003181612307619097,1,5,0.21875,0.01753498014577688,0.020138225704341706,3,3,1.0,0.08158910844248808,0.08043821627933934,3,3,1.0,-0.01901295282280661,-0.006833447460389358,4,2,0.6875,-0.021729088940350416,-0.0078096542404449965,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,8,55,6,-0.15084960920242382,-0.15377104909479009,5,1,0.21875,0.11578493966709637,0.14037983631129966,1,5,0.21875,0.8610746846136164,0.8155016440909688,1,5,0.21875,-0.12727173568920558,-0.1427995130638254,5,1,0.21875,-0.14545341221623495,-0.16319944350151472,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,12,11,6,-0.033712542705444104,-0.019942667303371103,4,2,0.6875,0.01776763787459647,0.015200353277809164,1,5,0.21875,0.1449287194506849,0.17865698607801406,1,5,0.21875,-0.03600173130698205,-0.023643787009372266,5,1,0.21875,-0.03927461597125315,-0.025793222192042456,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,12,22,6,-0.12054688149899212,-0.13070559536386872,6,0,0.03125,0.06209037611596336,0.04700516196070409,1,5,0.21875,0.6273431788950486,0.5101675362438871,1,5,0.21875,-0.075835172888235,-0.06595921560956519,6,0,0.03125,-0.08272927951443819,-0.0719555079377075,6,0,0.03125
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,12,33,6,-0.16836639742144674,-0.1605000814533188,5,1,0.21875,0.05564932533172267,0.05115665494529528,2,4,0.6875,0.588102589621695,0.42387279018120294,2,4,0.6875,-0.09857529687764317,-0.08929179504457674,5,1,0.21875,-0.10753668750288346,-0.0974092309577201,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,12,44,6,0.012929727587808462,0.0525622620790267,2,4,0.6875,-0.03662307470636054,-0.023013074923422583,5,1,0.21875,-0.4111350143385652,-0.2475449232198137,5,1,0.21875,0.006392897677227787,0.016979728929997412,3,3,1.0,0.006974070193339399,0.018523340650906273,3,3,1.0
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,12,55,6,-0.16334615316778045,-0.17231076541587628,5,1,0.21875,0.019568298229391674,0.0003726993518252675,3,3,1.0,0.20883778796277866,-0.019926471479716268,3,3,1.0,-0.08314195935370837,-0.055536672680267685,5,1,0.21875,-0.09070031929495458,-0.06058546110574657,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,16,11,6,-0.0678713237186672,-0.06756937059527197,5,1,0.21875,0.043533140641981855,0.046228872698381385,1,5,0.21875,0.635985369051216,0.792802333545171,1,5,0.21875,-0.048929244983198596,-0.031291695258975155,5,1,0.21875,-0.052191194648745165,-0.033377808276240165,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,16,22,6,-0.011874638289516895,-0.03289526288561967,4,2,0.6875,-0.03353692099673127,-0.02980875321461912,5,1,0.21875,-0.48934429169855226,-0.5465030674470572,5,1,0.21875,-0.0026606977374494384,-0.00012603433407248898,3,3,1.0,-0.002838077586612734,-0.00013443662301065862,3,3,1.0
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,16,33,6,-0.014391853748492547,-0.01769082733402888,4,2,0.6875,-0.015119531747871858,-0.01791238937188433,4,2,0.6875,-0.21869442190726077,-0.2006198546733453,4,2,0.6875,-0.006185401567027719,0.009042255054133364,3,3,1.0,-0.006597761671496232,0.009645072057742232,3,3,1.0
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,16,44,6,-0.043605826977312655,-0.0540313059374643,5,1,0.21875,-0.002045460455381861,0.008968700519119521,2,4,0.6875,-0.022802739973640723,0.16553553415328803,2,4,0.6875,-0.014833460225016118,-0.019234834005067827,4,2,0.6875,-0.01582235757335053,-0.02051715627207234,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,16,55,6,-0.07066376708302964,-0.06657289191040394,4,2,0.6875,0.048106282346321104,0.05862688047984321,2,4,0.6875,0.6057132033148934,0.9788029425510847,2,4,0.6875,-0.04939028968885437,-0.03714112417179351,4,2,0.6875,-0.05268297566811133,-0.03961719911657974,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,24,11,6,-0.0605356302222963,-0.039455254549454866,6,0,0.03125,0.011100775400689877,0.0033028287934016576,3,3,1.0,0.24240296254414018,-0.06478652159254716,3,3,1.0,-0.034258405563077875,-0.02668653780069076,4,2,0.6875,-0.035747901457124746,-0.02784682205289471,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,24,22,6,-0.023579781611656647,-0.01958073267137876,4,2,0.6875,0.006347559081893976,0.013518359074067898,2,4,0.6875,0.07217731680667046,0.30960746642019377,2,4,0.6875,-0.019423847381426686,-0.013380140359253695,4,2,0.6875,-0.020268362484966967,-0.013961885592264724,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,24,33,6,-0.05437269745326801,-0.07387259023949672,4,2,0.6875,0.024780544953528105,0.014228901864028587,3,3,1.0,0.5710987047634254,0.32437025317584656,3,3,1.0,-0.033163386603217875,-0.025133942448807414,4,2,0.6875,-0.034605272977270805,-0.026226722555277283,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,24,44,6,0.006962346386585258,0.031621346279619655,2,4,0.6875,-0.025196571068540414,-0.02399404987172049,4,2,0.6875,-0.7062356320678435,-0.6084504815796352,4,2,0.6875,0.0046289842054768465,0.01279529432078523,2,4,0.6875,0.004830244388323669,0.013351611465167189,2,4,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),fixed_15m,24,55,6,-0.0033837557210042537,0.012446617991458866,2,4,0.6875,-0.022129118969714534,-0.02565616438951196,5,1,0.21875,-0.48297105377115307,-0.5631143799284359,5,1,0.21875,-0.0006813671965941459,0.006666475086492291,2,4,0.6875,-0.0007109918573156293,0.006956321829383258,2,4,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,8,11,6,-0.003443757165155057,0.002794860593025722,2,4,0.6875,0.054063202126362425,0.07381445084618754,2,4,0.6875,0.4698989645639325,0.6272226374812053,2,4,0.6875,-0.016459628595100414,-0.006981570682632138,4,2,0.6875,-0.018811004108686188,-0.007978937923008175,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,8,22,6,-0.12081858506678829,-0.14086273785877662,6,0,0.03125,0.08664482482938962,0.09667852695674534,1,5,0.21875,0.7458645174390636,0.7041817307732932,1,5,0.21875,-0.09101675287023474,-0.10576175428961009,5,1,0.21875,-0.10401914613741114,-0.12087057633098294,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,8,33,6,-0.09430421780997882,-0.10809750144102925,6,0,0.03125,0.0008952623878079972,-0.012997914816626766,4,2,0.6875,0.08874490852876431,-0.10009538160336251,4,2,0.6875,-0.0451004936711124,-0.05508685314040482,5,1,0.21875,-0.05154342133841417,-0.0629564035890341,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,8,44,6,-0.040055678062353106,-0.0027954501638712548,3,3,1.0,0.023592615953988167,0.02538838169706442,2,4,0.6875,0.1272491628493683,0.12166043895695644,2,4,0.6875,-0.02724774880869423,-0.00834450430467476,4,2,0.6875,-0.031140284352793424,-0.009536576348199766,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,8,55,6,-0.14928806467507932,-0.14075885120925805,5,1,0.21875,0.13007455939574866,0.1513528085397363,1,5,0.21875,0.9893414705831577,0.8463151043171098,1,5,0.21875,-0.1291715693152172,-0.13508533056081803,5,1,0.21875,-0.14762465064596253,-0.15438323492664915,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,12,11,6,-0.04343095574383487,-0.026882771050100174,5,1,0.21875,0.027438158412493575,0.023390958985108956,1,5,0.21875,0.244358953936469,0.2818019496902089,1,5,0.21875,-0.040770774141185004,-0.02475222093355882,6,0,0.03125,-0.04447720815402001,-0.02700242283660964,6,0,0.03125
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,12,22,6,-0.12945283982157227,-0.14152734388788873,6,0,0.03125,0.06345299889726402,0.04692240638426387,0,6,0.03125,0.6399646036405319,0.5362185791906056,0,6,0.03125,-0.07728901126169668,-0.07331445806139203,6,0,0.03125,-0.08431528501276002,-0.07997940879424587,6,0,0.03125
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,12,33,6,-0.1713374480004094,-0.15224180426123998,6,0,0.03125,0.06488775791213093,0.06132465636186918,2,4,0.6875,0.6797564511128025,0.5333111392694676,2,4,0.6875,-0.10643181100006831,-0.0916680020332773,5,1,0.21875,-0.11610743018189269,-0.10000145676357525,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,12,44,6,0.00015532513459901032,0.022749180643917483,3,3,1.0,-0.02908266321005698,-0.005927352192168722,3,3,1.0,-0.3269595637789721,-0.055923683649742095,3,3,1.0,0.0005275922704771017,0.004059894413308299,3,3,1.0,0.0005755552041568357,0.004428975723609049,3,3,1.0
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,12,55,6,-0.1709660276087961,-0.18405981811298724,6,0,0.03125,0.0296406143390399,0.014685323899457647,3,3,1.0,0.3206479296006679,0.14293038073992803,3,3,1.0,-0.08557075836451848,-0.059483996066734365,6,0,0.03125,-0.09334991821583834,-0.06489163207280112,6,0,0.03125
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,16,11,6,-0.06252460781754048,-0.06609855413160942,5,1,0.21875,0.040475853288529214,0.044876905372629006,1,5,0.21875,0.5945193029428651,0.761647660686191,1,5,0.21875,-0.045612693845732,-0.030515346233792137,5,1,0.21875,-0.04865354010211414,-0.03254970264937829,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,16,22,6,-0.014513691801436588,-0.027706665321543866,4,2,0.6875,-0.02679152051535912,-0.026712987267793364,3,3,1.0,-0.4005883148167258,-0.41034642521111975,3,3,1.0,-0.004017020364460573,-0.0027251265163860255,3,3,1.0,-0.004284821722091267,-0.002906801617478416,3,3,1.0
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,16,33,6,-0.026220927449870517,-0.03868745324511172,4,2,0.6875,-0.008476661092813531,-0.006364487934541696,3,3,1.0,-0.1270075579308807,-0.06079208298259409,3,3,1.0,-0.011982244695595856,0.0010856276317499913,3,3,1.0,-0.01278106100863558,0.0011580028071999787,3,3,1.0
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,16,44,6,-0.04286814506679971,-0.0434697679890811,5,1,0.21875,0.0022221994007997994,0.013828907011126101,2,4,0.6875,0.0615420196062777,0.2373694430612483,2,4,0.6875,-0.015348051818072158,-0.012873978407864806,4,2,0.6875,-0.016371255272610297,-0.013732243635055784,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,16,55,6,-0.07262302043755614,-0.07967221061411203,4,2,0.6875,0.05136424022601834,0.06222985970107242,2,4,0.6875,0.6533389258023493,1.032271678116742,2,4,0.6875,-0.05204614317834483,-0.0398232969857122,4,2,0.6875,-0.05551588605690114,-0.04247818345142634,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,24,11,6,-0.05757771321318946,-0.042692834639415436,6,0,0.03125,0.018684246143016392,0.012804226059040802,3,3,1.0,0.389921136830287,0.18420935372272274,3,3,1.0,-0.03573270850565315,-0.029835627297438078,4,2,0.6875,-0.037286304527638064,-0.031132828484283212,4,2,0.6875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,24,22,6,-0.02751548162215936,-0.011102942440970612,3,3,1.0,0.00994857249811737,0.010454167895136535,2,4,0.6875,0.13097037043273696,0.23209916538851738,2,4,0.6875,-0.023053615154357596,-0.013256053696584558,5,1,0.21875,-0.024055946248025307,-0.01383240385730563,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,24,33,6,-0.05862355024650829,-0.0714200682898561,4,2,0.6875,0.03397761355125384,0.03161317544797915,3,3,1.0,0.7672285864710601,0.693005378280815,3,3,1.0,-0.0378449181535331,-0.030705761894083958,5,1,0.21875,-0.039490349377599744,-0.03204079501991369,5,1,0.21875
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,24,44,6,0.002804643692730785,0.01886125570336096,3,3,1.0,-0.019991838456687283,-0.019356603692183172,3,3,1.0,-0.5931645428909692,-0.5359749949212258,3,3,1.0,0.0015809065194429424,0.006592033565640781,3,3,1.0,0.001649641585505679,0.0068786437206686465,3,3,1.0
mixed_model_roster,Mixed roster (Qwen 3.5 27B),normalized_quartile,24,55,6,-0.009589274491427538,-0.0033995472636446505,4,2,0.6875,-0.013727395908305759,-0.011139386485674196,3,3,1.0,-0.2791771174056607,-0.2573346389768618,3,3,1.0,-0.0020729836644909675,0.003234104375731295,2,4,0.6875,-0.0021631133890340514,0.0033747176094587397,2,4,0.6875
obsession_prompting,GPT-5,normalized_quartile,8,11,8,0.02365769494310571,0.04342083243682615,3,5,0.7265625,-0.09655531806083092,-0.08190854787230012,6,2,0.2890625,-0.903818536171997,-0.7431289058318842,6,2,0.2890625,0.038782465016353504,0.04281190748932051,2,6,0.2890625,0.04432281716154686,0.04892789427350915,2,6,0.2890625
obsession_prompting,GPT-5,normalized_quartile,8,22,8,0.026139898320942746,0.030962769051774308,1,7,0.0703125,-0.004590768509062114,-0.0025314158599641368,4,4,1.0,-0.037673426678991706,-0.022436870928760344,4,4,1.0,0.0010008800930269846,-0.00473857697024932,5,3,0.7265625,0.001143862963459405,-0.005415516537427792,5,3,0.7265625
obsession_prompting,GPT-5,normalized_quartile,8,33,8,0.11985028179658219,0.11732703558210406,2,6,0.2890625,-0.07803556843560241,-0.07635872900341797,6,2,0.2890625,-0.40733817898894875,-0.42983940832180045,6,2,0.2890625,0.08914178169356063,0.08073986829545327,2,6,0.2890625,0.10187632193549788,0.09227413519480374,2,6,0.2890625
obsession_prompting,GPT-5,normalized_quartile,8,44,8,0.12770811739810586,0.12921245421245425,2,6,0.2890625,-0.09650040920408895,-0.09677220638270412,6,2,0.2890625,-0.6216227206087481,-0.5066428708422966,6,2,0.2890625,0.08908602508557201,0.08021571021571028,2,6,0.2890625,0.10181260009779658,0.09167509738938318,2,6,0.2890625
obsession_prompting,GPT-5,normalized_quartile,8,55,8,0.10424289942812218,0.04442350842874404,3,5,0.7265625,-0.07682906988911514,-0.05916925708838189,6,2,0.2890625,-0.433484834018961,-0.29178582176339396,6,2,0.2890625,0.07640093861706636,0.04956412041953484,2,6,0.2890625,0.08731535841950441,0.05664470905089694,2,6,0.2890625
obsession_prompting,GPT-5,normalized_quartile,12,11,8,0.016598680413754466,0.03398725367587313,3,5,0.7265625,-0.055471304092083826,-0.05299021117244368,6,2,0.2890625,-0.5891119244586707,-0.6099598423038484,6,2,0.2890625,0.03320564316030089,0.04129958387217421,3,5,0.7265625,0.03622433799305552,0.04505409149691733,3,5,0.7265625
obsession_prompting,GPT-5,normalized_quartile,12,22,8,-0.017134135914500984,-0.024800903161626947,5,3,0.7265625,-0.03328877518217713,-0.02395671243431588,5,3,0.7265625,-0.3651978935654693,-0.27849425890063917,5,3,0.7265625,-0.002787567154155606,-0.001693749579260273,4,4,1.0,-0.0030409823499879356,-0.0018477268137384595,4,4,1.0
obsession_prompting,GPT-5,normalized_quartile,12,33,8,-0.012229881723125835,0.022791766032573546,4,4,1.0,-0.033968203915600154,-0.009170771553642515,4,4,1.0,-0.3915784810637013,-0.27842944086300037,4,4,1.0,4.491400261370446e-05,0.009999001225032944,4,4,1.0,4.89970937604077e-05,0.010908001336399561,4,4,1.0
obsession_prompting,GPT-5,normalized_quartile,12,44,8,-0.00670682918470953,0.01011452498474849,4,4,1.0,-0.05142147907006694,-0.05381869696324265,5,3,0.7265625,-0.5632318323620574,-0.43962403427230745,5,3,0.7265625,0.006679796942984095,0.018816928781105524,4,4,1.0,0.0072870512105281116,0.020527558670296958,4,4,1.0
obsession_prompting,GPT-5,normalized_quartile,12,55,8,0.04806207666646502,0.05459026139654413,2,6,0.2890625,-0.04391919549613988,-0.036666715488154644,7,1,0.0703125,-0.4600573745128807,-0.3180969025391993,7,1,0.0703125,0.03389443768205824,0.03544600463958665,1,7,0.0703125,0.03697575019860899,0.03866836869773091,1,7,0.0703125
obsession_prompting,GPT-5,normalized_quartile,16,11,8,0.03836339463288738,0.055482838859802236,2,6,0.2890625,-0.04207084049616653,-0.03154395449602171,6,2,0.2890625,-0.47227818581952796,-0.39474661837600733,6,2,0.2890625,0.029298444877449842,0.039978086147723246,2,6,0.2890625,0.03125167453594649,0.04264329189090478,2,6,0.2890625
obsession_prompting,GPT-5,normalized_quartile,16,22,8,0.030756109684355423,0.011701500024729583,3,5,0.7265625,-0.03428427350004487,-0.018580046189123733,5,3,0.7265625,-0.31600809630434046,-0.18901241113718137,5,3,0.7265625,0.028715183604717424,-0.0006449431931647709,4,4,1.0,0.030629529178365245,-0.0006879394060424204,4,4,1.0
obsession_prompting,GPT-5,normalized_quartile,16,33,8,0.0367142745727404,0.038142643225555994,3,5,0.7265625,-0.05627081990874984,-0.07228769806246318,5,3,0.7265625,-0.7082484267053591,-1.0171101737930435,5,3,0.7265625,0.036697280940512764,0.04861669432182249,3,5,0.7265625,0.03914376633654694,0.05185780727661066,3,5,0.7265625
obsession_prompting,GPT-5,normalized_quartile,16,44,8,0.05124365085547493,0.03160267597440375,2,6,0.2890625,-0.04677977556614512,-0.007583753983748109,4,4,1.0,-0.3860824160229096,-0.10289121986187877,4,4,1.0,0.05003619630866983,0.004134539339097881,4,4,1.0,0.053371942729247834,0.00441017529503776,4,4,1.0
obsession_prompting,GPT-5,normalized_quartile,16,55,8,0.016138644864639437,0.014316239316239321,3,5,0.7265625,-0.012604355434333164,-0.010135158737778704,4,4,1.0,-0.18669810218908905,-0.13806355649208468,4,4,1.0,0.004334905748369797,0.025164162065083123,3,5,0.7265625,0.004623899464927778,0.026841772869421993,3,5,0.7265625
obsession_prompting,GPT-5,normalized_quartile,24,11,8,0.05864508191445119,0.07313845258871438,2,6,0.2890625,-0.07275710280196676,-0.10291627720635227,5,3,0.7265625,-1.3462431282758927,-1.4621190441433884,5,3,0.7265625,0.043403479161214606,0.07642586061203516,3,5,0.7265625,0.04529058695083263,0.07974872411690623,3,5,0.7265625
obsession_prompting,GPT-5,normalized_quartile,24,22,8,0.04111770208715894,0.058222166439551526,2,6,0.2890625,-0.0450685365242352,-0.07852628440124768,5,3,0.7265625,-0.7333391626882249,-1.2366316256533418,5,3,0.7265625,0.03436293826691453,0.05416969117946159,3,5,0.7265625,0.03585697906112818,0.05652489514378599,3,5,0.7265625
obsession_prompting,GPT-5,normalized_quartile,24,33,8,0.022395168612300634,0.03589743589743591,2,6,0.2890625,-0.03639510820753603,-0.06938513565018004,5,3,0.7265625,-0.5924791241801608,-1.1595218906636489,5,3,0.7265625,0.026302823911189103,0.04403954401783698,3,5,0.7265625,0.027446424950806014,0.0459543068012212,3,5,0.7265625
obsession_prompting,GPT-5,normalized_quartile,24,44,8,0.0005526992421385837,0.028315393706720815,3,5,0.7265625,-0.025750504728153954,-0.019621416007218534,5,3,0.7265625,-0.47496924793259165,-0.25890853956186755,5,3,0.7265625,-0.0069034430575605175,-0.00927376255395726,4,4,1.0,-0.0072035927557153115,-0.009676969621520592,4,4,1.0
obsession_prompting,GPT-5,normalized_quartile,24,55,8,0.03412254433871439,0.05192148716535602,3,5,0.7265625,-0.043289694321603955,-0.07402632016345034,6,2,0.2890625,-0.7137973429175475,-1.141277736535793,6,2,0.2890625,0.02528064540967732,0.060543912673170996,3,5,0.7265625,0.02637980390575025,0.0631762567024393,3,5,0.7265625
obsession_prompting,Gemini Flash Lite,normalized_quartile,8,11,1,-0.05555555555555558,-0.05555555555555558,1,0,1.0,-0.3014083413294518,-0.3014083413294518,1,0,1.0,-1.7430777713906909,-1.7430777713906909,1,0,1.0,0.13648834019204387,0.13648834019204387,0,1,1.0,0.155986674505193,0.155986674505193,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,8,22,1,0.5185185185185186,0.5185185185185186,0,1,1.0,-0.4965740545378913,-0.4965740545378913,1,0,1.0,-1.8083488633364997,-1.8083488633364997,1,0,1.0,0.5953360768175584,0.5953360768175584,0,1,1.0,0.6803840877914953,0.6803840877914953,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,8,33,1,0.4814814814814815,0.4814814814814815,0,1,1.0,-0.56083344685437,-0.56083344685437,1,0,1.0,-2.2098376750802458,-2.2098376750802458,1,0,1.0,0.6364883401920439,0.6364883401920439,0,1,1.0,0.7274152459337645,0.7274152459337645,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,8,44,1,0.37037037037037035,0.37037037037037035,0,1,1.0,-0.5250687195130568,-0.5250687195130568,1,0,1.0,-1.9797807011523503,-1.9797807011523503,1,0,1.0,0.5541838134430727,0.5541838134430727,0,1,1.0,0.633352929649226,0.633352929649226,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,8,55,1,-0.05555555555555558,-0.05555555555555558,1,0,1.0,-0.09332497130138578,-0.09332497130138578,1,0,1.0,-0.42834754344993486,-0.42834754344993486,1,0,1.0,0.04869684499314131,0.04869684499314131,0,1,1.0,0.05565353713501864,0.05565353713501864,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,12,11,1,0.5925925925925926,0.5925925925925926,0,1,1.0,-0.5819391906142137,-0.5819391906142137,1,0,1.0,-3.246370272644768,-3.246370272644768,1,0,1.0,0.7160493827160495,0.7160493827160495,0,1,1.0,0.7811447811447811,0.7811447811447811,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,12,22,1,0.24074074074074076,0.24074074074074076,0,1,1.0,-0.43096133078116633,-0.43096133078116633,1,0,1.0,-3.8360013221985447,-3.8360013221985447,1,0,1.0,0.3065843621399177,0.3065843621399177,0,1,1.0,0.33445566778900115,0.33445566778900115,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,12,33,1,0.6296296296296297,0.6296296296296297,0,1,1.0,-0.5850916781909287,-0.5850916781909287,1,0,1.0,-3.2797654293804097,-3.2797654293804097,1,0,1.0,0.7215363511659808,0.7215363511659808,0,1,1.0,0.7871305649083427,0.7871305649083427,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,12,44,1,0.05555555555555558,0.05555555555555558,0,1,1.0,-0.3301448923856429,-0.3301448923856429,1,0,1.0,-2.5427221234799138,-2.5427221234799138,1,0,1.0,0.21330589849108367,0.21330589849108367,0,1,1.0,0.23269734380845492,0.23269734380845492,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,12,55,1,0.40740740740740744,0.40740740740740744,0,1,1.0,-0.5411695901863369,-0.5411695901863369,1,0,1.0,-2.8372498047058343,-2.8372498047058343,1,0,1.0,0.6117969821673526,0.6117969821673526,0,1,1.0,0.6674148896371119,0.6674148896371119,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,16,11,1,0.7407407407407407,0.7407407407407407,0,1,1.0,-0.6885736122908347,-0.6885736122908347,1,0,1.0,-5.747225827381818,-5.747225827381818,1,0,1.0,0.8340192043895748,0.8340192043895748,0,1,1.0,0.8896204846822131,0.8896204846822131,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,16,22,1,0.09259259259259262,0.09259259259259262,0,1,1.0,-0.3036934235224312,-0.3036934235224312,1,0,1.0,-2.6420874272503925,-2.6420874272503925,1,0,1.0,0.210562414266118,0.210562414266118,0,1,1.0,0.22459990855052586,0.22459990855052586,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,16,33,1,0.6296296296296297,0.6296296296296297,0,1,1.0,-0.5110047514676198,-0.5110047514676198,1,0,1.0,-3.123927602889025,-3.123927602889025,1,0,1.0,0.7050754458161866,0.7050754458161866,0,1,1.0,0.7520804755372658,0.7520804755372658,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,16,44,1,0.16666666666666669,0.16666666666666669,0,1,1.0,-0.4198413198250547,-0.4198413198250547,1,0,1.0,-4.405740164138107,-4.405740164138107,1,0,1.0,0.3010973936899863,0.3010973936899863,0,1,1.0,0.3211705532693187,0.3211705532693187,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,16,55,1,0.12962962962962965,0.12962962962962965,0,1,1.0,-0.36850142252721985,-0.36850142252721985,1,0,1.0,-3.5558424557206028,-3.5558424557206028,1,0,1.0,0.2818930041152264,0.2818930041152264,0,1,1.0,0.30068587105624145,0.30068587105624145,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,24,11,1,0.05555555555555558,0.05555555555555558,0,1,1.0,-0.3231003813239987,-0.3231003813239987,1,0,1.0,-3.584403288549173,-3.584403288549173,1,0,1.0,0.24348422496570643,0.24348422496570643,0,1,1.0,0.2540704956163893,0.2540704956163893,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,24,22,1,0.2777777777777778,0.2777777777777778,0,1,1.0,-0.44309613612539306,-0.44309613612539306,1,0,1.0,-6.177042667744628,-6.177042667744628,1,0,1.0,0.3559670781893004,0.3559670781893004,0,1,1.0,0.3714439076757917,0.3714439076757917,0,1,1.0
