internal_family_label,model_display,scheme,k,seed,n_runs,delta_dominant_share_mean,delta_dominant_share_median,delta_dominant_share_n_negative,delta_dominant_share_n_positive,delta_dominant_share_sign_p,delta_topic_entropy_norm_mean,delta_topic_entropy_norm_median,delta_topic_entropy_norm_n_negative,delta_topic_entropy_norm_n_positive,delta_topic_entropy_norm_sign_p,delta_effective_topics_mean,delta_effective_topics_median,delta_effective_topics_n_negative,delta_effective_topics_n_positive,delta_effective_topics_sign_p,delta_topic_hhi_mean,delta_topic_hhi_median,delta_topic_hhi_n_negative,delta_topic_hhi_n_positive,delta_topic_hhi_sign_p,delta_topic_hhi_norm_mean,delta_topic_hhi_norm_median,delta_topic_hhi_norm_n_negative,delta_topic_hhi_norm_n_positive,delta_topic_hhi_norm_sign_p
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,8,44,6,-0.106411177794141,-8.381701209525527e-05,3,3,1.0,0.09518415437426579,0.010906435704828363,3,3,1.0,0.5740417945548874,0.044324484364697825,3,3,1.0,-0.10643623905124862,-0.0005157665590980187,3,3,1.0,-0.12164141605856987,-0.0005894474961120055,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,8,55,6,0.12048560867696066,0.1204664304993252,2,4,0.6875,-0.12625033984595438,-0.06175615007580024,5,1,0.21875,-0.3962826795444247,-0.2831145485181664,5,1,0.21875,0.15617859091893893,0.09431716038651397,2,4,0.6875,0.1784898181930731,0.10779104044173027,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,12,11,6,0.010501444150418435,-0.037998959370608765,3,3,1.0,-0.026644474595856654,-0.018978578123523916,3,3,1.0,0.04597145157618776,-0.010784776892453163,3,3,1.0,0.03576631982832851,-0.006588219632368109,3,3,1.0,0.03901780344908567,-0.0071871486898560655,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,12,22,6,-5.1952751667574036e-05,-0.04799297941051145,3,3,1.0,-0.0242797814341881,-0.04584976063567696,3,3,1.0,0.386059296040379,-0.06415697427992784,3,3,1.0,0.05086225669079238,0.01454017423776044,3,3,1.0,0.05548609820813716,0.01586200825937506,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,12,33,6,0.019829124785943092,-0.006319637592277105,3,3,1.0,-0.019403164898721598,-0.04996492038877001,4,2,0.6875,0.028923692759138715,-0.18151466797667493,4,2,0.6875,0.03602923391753473,0.034262299712699784,3,3,1.0,0.039304618819128785,0.03737705423203608,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,12,44,6,0.009951847729174965,-0.022215499160220226,3,3,1.0,-0.038192173073439674,-0.041582952251162236,3,3,1.0,0.1757158519355998,0.05692455297563204,3,3,1.0,0.05725971122233362,0.02710757673493855,3,3,1.0,0.06246513951527302,0.02957190189266025,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,12,55,6,-0.008534252348106619,-0.060567989256711835,3,3,1.0,-0.02758553826405884,-0.0296016515063863,3,3,1.0,0.2389799848839581,0.057364876257002484,3,3,1.0,0.04446571274688529,0.00994958204476143,3,3,1.0,0.04850805026932944,0.01085408950337613,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,16,11,6,0.022630079912846563,-0.04770916938227121,3,3,1.0,-0.05652053595587773,-0.038155027474727224,3,3,1.0,-0.06840059365137026,0.02558617793379392,3,3,1.0,0.06588608024244237,0.01619395571475324,3,3,1.0,0.07027848559193853,0.01727355276240343,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,16,22,6,0.24943578088316898,0.21735161876511538,1,5,0.21875,-0.16106035024076296,-0.130841115549495,4,2,0.6875,-1.0056581150283999,-0.6287896660618649,4,2,0.6875,0.26655270138732845,0.25128167873472673,1,5,0.21875,0.28432288147981705,0.26803379065037514,1,5,0.21875
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,16,33,6,-0.005673138411064714,-0.052088985559956225,3,3,1.0,-0.0184689512765624,-0.06997511542918715,3,3,1.0,0.5040522324231704,-0.2552973965294909,3,3,1.0,0.051531524831708364,0.03124785914230338,3,3,1.0,0.054966959820488936,0.0333310497517903,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,16,44,6,0.02115831420051924,-0.038821874682777896,3,3,1.0,-0.05422002852701007,-0.07013019375277832,3,3,1.0,0.04933877872538902,-0.22374013989356745,3,3,1.0,0.08484288110693812,0.05622713906888277,3,3,1.0,0.09049907318073398,0.059975615006808314,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,16,55,6,0.0004101215368163917,-0.08304368392443523,3,3,1.0,-2.1676566731123243e-05,-0.02142469627616267,3,3,1.0,0.5381140099033338,0.02179218255633586,3,3,1.0,0.02994670362227994,-0.020046331989507254,3,3,1.0,0.03194315053043193,-0.02138275412214105,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,24,11,6,0.04319277603737531,0.07683510198101198,3,3,1.0,-0.11069113256863365,-0.10652945536336025,4,2,0.6875,-0.7169977107052752,-0.8340075451303757,4,2,0.6875,0.13161948251448816,0.12944154411463882,2,4,0.6875,0.1373420687107703,0.13506943733701446,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,24,22,6,0.2327722629121788,0.19478063820502717,1,5,0.21875,-0.12917387821618487,-0.10344277294207659,4,2,0.6875,-1.0541135337454106,-0.7068342690133382,4,2,0.6875,0.23460112242903422,0.19232568562476576,2,4,0.6875,0.24480117123029657,0.20068767195627735,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,24,33,6,0.19509449925967967,0.25148759052391945,1,5,0.21875,-0.13838251651052977,-0.1550365536487383,5,1,0.21875,-1.0697763939896932,-1.0985226689932535,5,1,0.21875,0.22513008470505433,0.2889618446219326,2,4,0.6875,0.23491834925744803,0.3015254030837558,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,24,44,6,0.28033922905629366,0.3203851292240234,1,5,0.21875,-0.19900102421398583,-0.20300863357062515,6,0,0.03125,-1.5123224473720063,-1.24675072562809,6,0,0.03125,0.3261086888709654,0.33256204197878686,0,6,0.03125,0.3402873275175291,0.3470212611952559,0,6,0.03125
base_model_as_tool,OLMo 3 32B Instruct,fixed_15m,24,55,6,0.08473467274370776,0.1257090132090132,3,3,1.0,-0.07264425849265731,-0.1607454394743541,4,2,0.6875,-0.63095311022179,-1.3478299436543555,4,2,0.6875,0.09678473718450394,0.1514141888163959,2,4,0.6875,0.10099276923600413,0.1579974144171088,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,8,11,6,0.11508675902911909,0.12272821819281993,1,5,0.21875,-0.0676268809192485,-0.04697070485789842,5,1,0.21875,-0.15914963014740205,-0.2063027356635565,5,1,0.21875,0.12673964982291616,0.10939398356351149,2,4,0.6875,0.14484531408333276,0.12502169550115594,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,8,22,6,0.13548418725149539,0.13222559151762692,2,4,0.6875,-0.15767560927372162,-0.11682428010658216,5,1,0.21875,-0.7161585997506711,-0.6560386286748039,5,1,0.21875,0.17892562558134664,0.13237896041841515,2,4,0.6875,0.20448642923582475,0.15129024047818876,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,8,33,6,0.04992710140769765,0.015445400726005254,3,3,1.0,-0.0590738743553059,-0.03298670338356488,3,3,1.0,-0.10682366098393421,-0.08627182240252707,3,3,1.0,0.08381829144953519,0.02431195353713883,3,3,1.0,0.09579233308518309,0.027785089756730108,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,8,44,6,-0.10231166219541839,-0.0061201059265217905,3,3,1.0,0.09787916291001646,0.03083472928600382,2,4,0.6875,0.5687532116443421,0.07722683450521484,2,4,0.6875,-0.10718307131178932,-0.014357389835074175,3,3,1.0,-0.12249493864204491,-0.01640844552579901,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,8,55,6,0.0901954206021456,0.11341684372657829,2,4,0.6875,-0.11166106165072757,-0.05902090926696418,5,1,0.21875,-0.3454530598397258,-0.2986315630525751,5,1,0.21875,0.14023164380183606,0.08917339921470319,2,4,0.6875,0.16026473577352693,0.10191245624537507,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,12,11,6,0.026003719012333587,-0.017763224054706372,3,3,1.0,-0.0222370513701055,-0.020119450323655703,4,2,0.6875,0.07671797464689345,-0.08174257088856784,4,2,0.6875,0.041724832984166384,0.002722772353102587,3,3,1.0,0.045517999619090616,0.0029702971124755673,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,12,22,6,0.01384537389312738,-0.027542990748189833,3,3,1.0,-0.024294246222314946,-0.04072794731311455,3,3,1.0,0.36431302553468653,-0.12910423728721954,3,3,1.0,0.05130507147567609,0.01152169744301329,3,3,1.0,0.05596916888255571,0.01256912448328723,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,12,33,6,0.037577682218214815,0.011377463797264675,3,3,1.0,-0.023783010175545283,-0.04364627856511545,4,2,0.6875,-0.020381377769605875,-0.21009337774856374,4,2,0.6875,0.04772679148624736,0.04105013520848377,2,4,0.6875,0.052065590712269814,0.04478196568198234,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,12,44,6,0.01056311918082134,-0.052146160010158815,3,3,1.0,-0.030758417266103216,-0.02540174447935256,3,3,1.0,0.22134232241607502,0.02655108783568272,3,3,1.0,0.053716784367523994,-0.00829641880730908,3,3,1.0,0.058600128400935265,-0.009050638698882646,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,12,55,6,-0.0063061309392089815,-0.03887603915258786,3,3,1.0,-0.022814129092001895,-0.01656711898485666,3,3,1.0,0.266770884540051,0.01671218114325601,3,3,1.0,0.04277567595629909,0.0018002259084231031,3,3,1.0,0.046664373770508055,0.0019638828091887994,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,16,11,6,0.043561135984674454,-0.03165309064092253,3,3,1.0,-0.05470148433541233,-0.01839218964551391,3,3,1.0,-0.12986609931867518,-0.021231591091527724,3,3,1.0,0.0701950244556386,0.0037982852436986014,3,3,1.0,0.07487469275268117,0.00405150425994516,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,16,22,6,0.24907246248405354,0.20668607449580906,1,5,0.21875,-0.16252480360919488,-0.11621446987000908,5,1,0.21875,-1.0563776389896884,-0.622519233096138,5,1,0.21875,0.27005139280088497,0.25267172278187033,1,5,0.21875,0.2880548189876106,0.26951650430066165,1,5,0.21875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,16,33,6,-0.010496965099250244,-0.04943936041834268,3,3,1.0,-0.013483216425748278,-0.05688440389486212,4,2,0.6875,0.5060177294435354,-0.27863787422230124,4,2,0.6875,0.04505850195465825,0.021657174951562164,3,3,1.0,0.04806240208496882,0.02310098661499968,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,16,44,6,0.035821693477788547,-0.012687717886832928,3,3,1.0,-0.04392203700190586,-0.05382387814606249,4,2,0.6875,0.15547391561298665,-0.3080173799030024,4,2,0.6875,0.08539786106606913,0.04456388233940678,3,3,1.0,0.0910910518038071,0.04753480782870054,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,16,55,6,-0.004432159178165483,-0.062128754357736626,3,3,1.0,0.002355553987022014,-0.011742523371431716,3,3,1.0,0.549594299459819,-0.004083408828106538,3,3,1.0,0.029071350207630287,-0.02632298934589472,3,3,1.0,0.031009440221472312,-0.028077855302287735,3,3,1.0
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,24,11,6,0.05755431900882674,0.06568661794520367,3,3,1.0,-0.10566680655222033,-0.09424244705969811,5,1,0.21875,-0.7205858056942095,-0.6652854968111308,5,1,0.21875,0.1309970012189692,0.134794818857878,2,4,0.6875,0.13669252301109833,0.1406554631560466,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,24,22,6,0.23393297966587234,0.18734408413611958,1,5,0.21875,-0.12856656587324422,-0.08112519428585918,5,1,0.21875,-1.0987485154713992,-0.6900799398029566,5,1,0.21875,0.23606881045775274,0.1725279872075268,0,6,0.03125,0.24633267178200283,0.18002920404263673,0,6,0.03125
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,24,33,6,0.21146162266386956,0.22900928524825612,1,5,0.21875,-0.1360183292176734,-0.12752954745986156,5,1,0.21875,-1.1064958144808072,-0.9970456320108101,5,1,0.21875,0.22510498083346772,0.25414346697806584,2,4,0.6875,0.23489215391318374,0.265193182933634,2,4,0.6875
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,24,44,6,0.2622843765775638,0.3316616318133284,1,5,0.21875,-0.19089224430904847,-0.16020515486102888,6,0,0.03125,-1.5095822445708045,-1.3059673518086692,6,0,0.03125,0.31721467207246073,0.3194089214147405,0,6,0.03125,0.33100661433648076,0.333296265824077,0,6,0.03125
base_model_as_tool,OLMo 3 32B Instruct,normalized_quartile,24,55,6,0.09389611034204122,0.14607826384142175,3,3,1.0,-0.06857745012455016,-0.13678823064798384,4,2,0.6875,-0.6932533690851629,-1.2909569891951298,4,2,0.6875,0.0946380086917007,0.1699319174874899,2,4,0.6875,0.09875270472177468,0.17732026172607646,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,8,11,6,0.004380761836264994,-0.013886524915005416,3,3,1.0,-0.046842707019609776,-0.0510513740685869,5,1,0.21875,-0.3055347031289429,-0.2763657788347409,5,1,0.21875,0.011960347335458485,-0.009117065754131154,3,3,1.0,0.013668968383381145,-0.01041950371900699,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,8,22,6,0.011017577594194508,0.03464587281865006,3,3,1.0,-0.09656037615923019,-0.15901416092284854,4,2,0.6875,-0.6177331223080583,-1.0601375399316957,4,2,0.6875,0.0486321551888605,0.05543395476061455,3,3,1.0,0.055579605930126286,0.06335309115498805,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,8,33,6,0.08508981490042618,0.0721150763449224,3,3,1.0,-0.14079709423573036,-0.16850065649720197,4,2,0.6875,-0.6577772105740366,-0.598834997052978,4,2,0.6875,0.128784456826221,0.14988272510951156,3,3,1.0,0.147182236372824,0.17129454298229896,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,8,44,6,-0.06073032138289771,-0.07495674379468026,3,3,1.0,0.044355256881961964,0.07005025049236305,2,4,0.6875,0.19296246851579366,0.4375435790370201,2,4,0.6875,-0.06557262073725334,-0.07889514491430641,4,2,0.6875,-0.07494013798543242,-0.09016587990206448,4,2,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,8,55,6,0.09781514486527705,0.04165869002185005,1,5,0.21875,-0.10309759620833588,-0.09923090509870547,5,1,0.21875,-0.7264435966809671,-0.589901315478218,5,1,0.21875,0.07132320235129234,0.024071456518871714,1,5,0.21875,0.08151223125861982,0.027510236021567658,1,5,0.21875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,12,11,6,-0.03416163359915558,-0.03025763102626053,4,2,0.6875,-0.03966599325652178,-0.12801910697495528,4,2,0.6875,-0.44731164339076207,-1.215776029766051,4,2,0.6875,-0.007779763548864403,0.05456745173445701,2,4,0.6875,-0.008487014780579338,0.059528129164862206,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,12,22,6,0.07646349754826084,0.0701380511878722,1,5,0.21875,-0.08874764117899886,-0.09242947742342114,5,1,0.21875,-0.8799890700812479,-0.9925952282017874,5,1,0.21875,0.06454971350123605,0.05646782848346625,2,4,0.6875,0.0704178692740757,0.061601267436508664,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,12,33,6,-0.09065053684424461,-0.12862066281816154,4,2,0.6875,-0.0009157450421863426,-0.04004545337432977,3,3,1.0,0.07353172347208337,-0.3432058845121142,3,3,1.0,-0.04177260867845597,-0.042024286741892375,3,3,1.0,-0.04557011855831559,-0.0458446764457008,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,12,44,6,-0.007394582843460608,-0.016269269063068664,3,3,1.0,-0.05380072404897049,-0.01199078159003203,3,3,1.0,-0.2286204965911646,-0.12411967754789588,3,3,1.0,0.03413779241824217,-0.027937445803976918,3,3,1.0,0.03724122809262779,-0.030477213604338485,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,12,55,6,0.09555439501524582,0.05555009604099234,2,4,0.6875,-0.13536180632169267,-0.1509433293349899,4,2,0.6875,-0.9346360787708292,-1.012357615344265,4,2,0.6875,0.12783239927334913,0.1021446245136852,2,4,0.6875,0.13945352648001721,0.11143049946947475,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,16,11,6,0.06130856857803321,0.10428462702919697,2,4,0.6875,-0.10741445645497903,-0.1771414838493047,4,2,0.6875,-0.8850691296855961,-1.6883417786757606,4,2,0.6875,0.091320656397385,0.12327277639623221,2,4,0.6875,0.09740870015721069,0.13149096148931438,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,16,22,6,0.1416972850077465,0.12768852052266375,2,4,0.6875,-0.15946359402122048,-0.24794170790211087,4,2,0.6875,-1.2637622261679147,-1.8947945509256987,4,2,0.6875,0.18244889727429747,0.23946582627166785,2,4,0.6875,0.19461215709258392,0.255430214689779,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,16,33,6,0.04515099064669848,0.1201331817916885,3,3,1.0,-0.04648416475368513,-0.10066663944460558,4,2,0.6875,-0.2358550844081444,-1.3365658589907448,4,2,0.6875,0.05326201563247298,0.0941695287338095,3,3,1.0,0.05681281667463784,0.10044749731606349,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,16,44,6,-0.0020314008093459215,-0.046964536221087955,4,2,0.6875,-0.036832225677571995,0.009072588323293773,3,3,1.0,-0.41617586134563395,0.0415058864161133,3,3,1.0,0.007958038223062494,-0.0467012523279596,4,2,0.6875,0.0084885741046,-0.04981466914982356,4,2,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,16,55,6,-0.07751488049807709,-0.019887952250374513,4,2,0.6875,-0.0023225462325797788,-0.059833776696005925,4,2,0.6875,0.09935206818489584,-0.7617606363677814,4,2,0.6875,-0.02533909730281587,0.009193441447592987,3,3,1.0,-0.02702837045633692,0.009806337544099195,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,24,11,6,0.19873867471541473,0.0774324509904899,2,4,0.6875,-0.1881665416159908,-0.143284551810129,5,1,0.21875,-1.9528803781361528,-0.8588282496397127,5,1,0.21875,0.21676482475407657,0.12984909723681834,1,5,0.21875,0.22618938235207986,0.13549471016015827,1,5,0.21875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,24,22,6,0.07963091351519253,0.13934673542542225,2,4,0.6875,-0.12744123914370664,-0.2147114782513489,4,2,0.6875,-1.8716694300391714,-2.7126807129843913,4,2,0.6875,0.09168487833789234,0.15331797064799554,2,4,0.6875,0.09567117739606161,0.15998396937182147,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,24,33,6,0.07366432030966458,0.15361714910189822,1,5,0.21875,-0.07634607363532747,-0.13797679897720655,5,1,0.21875,-0.9260663980590197,-1.5324482132766106,5,1,0.21875,0.06695392662876785,0.13712771011243344,1,5,0.21875,0.06986496691697515,0.14308978446514792,1,5,0.21875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,24,44,6,0.051732447656109314,0.041527890611988694,2,4,0.6875,-0.1032388452047983,-0.11332937938445073,4,2,0.6875,-1.3525415700888288,-1.4938856304162507,4,2,0.6875,0.08104446102246156,0.058783995012101964,2,4,0.6875,0.08456813324082944,0.06133982088219335,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,fixed_15m,24,55,6,0.08680743107442608,0.10346550727876111,2,4,0.6875,-0.07875438699548906,-0.06410436803343195,5,1,0.21875,-0.9669848185580697,-1.2325519151210913,5,1,0.21875,0.09835989494761961,0.04253388858427759,0,6,0.03125,0.10263641211925524,0.04438318808794184,0,6,0.03125
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,8,11,6,-0.0053747133047143585,-0.0113752994547352,4,2,0.6875,-0.016775364633075263,-0.03310454541923097,5,1,0.21875,-0.12523537476510235,-0.19309627246940475,5,1,0.21875,-0.0052505108661920945,-0.011957616278237881,3,3,1.0,-0.006000583847076681,-0.013665847175129003,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,8,22,6,0.0036870989735030835,0.031064102941032345,3,3,1.0,-0.10152754351759509,-0.1426503347900333,5,1,0.21875,-0.6385871831093357,-0.911273630067224,5,1,0.21875,0.05047751738132166,0.06686429466453353,3,3,1.0,0.05768859129293901,0.07641633675946688,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,8,33,6,0.06520997924624904,0.05616977699313541,3,3,1.0,-0.13499326605463013,-0.1775667947419822,4,2,0.6875,-0.6304292229534018,-0.6568297582213709,4,2,0.6875,0.11843545188134208,0.15381095246838675,2,4,0.6875,0.13535480215010523,0.17578394567815625,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,8,44,6,-0.06470119210613987,-0.08731582237139932,3,3,1.0,0.051060036957866005,0.08016701158246334,2,4,0.6875,0.2492109794443449,0.5108644916613627,2,4,0.6875,-0.07238968096345597,-0.08929231695717366,4,2,0.6875,-0.08273106395823539,-0.10204836223676989,4,2,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,8,55,6,0.0720113368031531,0.03083965311424758,1,5,0.21875,-0.09472226115981423,-0.08573362422325947,5,1,0.21875,-0.6694031371685636,-0.5152404536011133,5,1,0.21875,0.058485986625321416,0.023671308265668156,2,4,0.6875,0.0668411275717959,0.027052923732192174,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,12,11,6,-0.05456649514560669,-0.02302444329606998,4,2,0.6875,-0.026822104233365878,-0.12789794251398615,4,2,0.6875,-0.3494547703609115,-1.184028564005674,4,2,0.6875,-0.02320529194897314,0.05360523462641714,2,4,0.6875,-0.025314863944334336,0.05847843777427324,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,12,22,6,0.05922266743315701,0.04791666666666669,1,5,0.21875,-0.08016386021115478,-0.08249684520359524,5,1,0.21875,-0.8017184997702383,-0.8867253897415772,5,1,0.21875,0.05351595235247433,0.0432194976187279,2,4,0.6875,0.058381038929972005,0.04714854285679407,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,12,33,6,-0.11119267069092252,-0.11815294371382426,3,3,1.0,0.016878169085212242,-0.03135415567748062,3,3,1.0,0.23654604944371704,-0.26869125320344667,3,3,1.0,-0.05454106946648224,-0.03924780953281548,3,3,1.0,-0.059499348508889736,-0.04281579221761689,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,12,44,6,-0.026799680427362943,-0.05412029676735558,4,2,0.6875,-0.040155647608963126,0.0005576520659812401,3,3,1.0,-0.07504330529376402,-0.02090960819557308,3,3,1.0,0.024230835489360104,-0.047112838607850344,3,3,1.0,0.02643363871566554,-0.051395823935836735,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,12,55,6,0.07427367618610894,0.01625276524814831,3,3,1.0,-0.11501905928843985,-0.13818834516500772,4,2,0.6875,-0.7808691773974065,-0.9300651867215205,4,2,0.6875,0.10937447779558596,0.08849457108162057,2,4,0.6875,0.11931761214063918,0.09653953208904059,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,16,11,6,0.039075819121022794,0.07679918290383403,2,4,0.6875,-0.08777686979669459,-0.1697913455115185,4,2,0.6875,-0.701499984497625,-1.5781575303664732,4,2,0.6875,0.06488131334733911,0.10674833077362061,2,4,0.6875,0.06920673423716173,0.11386488615852865,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,16,22,6,0.12032100221361701,0.12488638604404675,2,4,0.6875,-0.13485439006739522,-0.22029690980812588,4,2,0.6875,-1.0830005712339703,-1.7119202554555257,4,2,0.6875,0.15394983773303927,0.21358074750574402,2,4,0.6875,0.16421316024857524,0.22781946400612693,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,16,33,6,0.052340384838945854,0.14338252737427445,2,4,0.6875,-0.04845346351822566,-0.10395965534841334,4,2,0.6875,-0.27308437448362194,-1.3822561624129737,4,2,0.6875,0.05975060590836253,0.09499601029132891,2,4,0.6875,0.0637339796355867,0.10132907764408416,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,16,44,6,0.015916581745121894,0.012202380952380965,3,3,1.0,-0.03927036814165418,-0.005399965383740213,3,3,1.0,-0.47884225677704545,-0.11749649912833715,3,3,1.0,0.012363863490048912,-0.002400793650793598,3,3,1.0,0.013188121056052196,-0.0025608465608465136,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,16,55,6,-0.07003773021399529,0.01953395377531672,3,3,1.0,0.000697405326355501,-0.047770967177268975,4,2,0.6875,0.1264745832979275,-0.6152570224841152,4,2,0.6875,-0.02475942338435456,0.025439095705071385,3,3,1.0,-0.026410051609978186,0.02713503541874282,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,24,11,6,0.1878821589053634,0.09401165871754108,2,4,0.6875,-0.16165944664198734,-0.11388715670663302,5,1,0.21875,-1.781832553424578,-0.692102741175496,5,1,0.21875,0.1950808011134084,0.13692526704533056,2,4,0.6875,0.2035625750748609,0.14287853952556231,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,24,22,6,0.07604107270967851,0.13715317207964267,2,4,0.6875,-0.12294462994181125,-0.22480234709094524,4,2,0.6875,-1.730563899156459,-2.573246807261574,4,2,0.6875,0.0956235737446166,0.16172751642994324,2,4,0.6875,0.09978112042916516,0.1687591475790712,2,4,0.6875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,24,33,6,0.07291288150031806,0.16132336655592466,2,4,0.6875,-0.0736949226820696,-0.14192929402704219,5,1,0.21875,-0.9159307223093256,-1.3595890123604448,5,1,0.21875,0.07042811071643769,0.12682487679756682,1,5,0.21875,0.07349020248671759,0.13233900187572187,1,5,0.21875
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,24,44,6,0.06318631911125182,0.05252976190476191,2,4,0.6875,-0.0915340493873068,-0.07466992873390851,4,2,0.6875,-1.2498865879821086,-1.0226528207414378,4,2,0.6875,0.07710643209581093,0.034901605360009524,3,3,1.0,0.08045888566519399,0.03641906646261864,3,3,1.0
base_model_as_tool,Qwen 3.5 35B A3B Base,normalized_quartile,24,55,6,0.08011607792684793,0.116303202697008,2,4,0.6875,-0.06210590453730486,-0.03826646070666301,5,1,0.21875,-0.752990203521008,-0.7840896757051792,5,1,0.21875,0.08919643182008978,0.05669895925843642,1,5,0.21875,0.09307453755139801,0.05916413140010757,1,5,0.21875
