bigram_entropy,bigram_novelty_rate,condition,distinct_1,distinct_2,distinct_3,effective_vocab_size,exact_duplicate_rate,feature_artifact,feature_call_to_action,feature_checklist,feature_falsifier,feature_has_bullets,feature_has_numbered_list,feature_if_then,feature_imperative_open,feature_ledger,feature_linebreak_rich,feature_owner,feature_proof_of_work,feature_question_open,feature_receipt,feature_report_back,feature_rollback,feature_rubric,mean_structural_overlap_by_agent,mean_structural_similarity,mean_token_jaccard,mean_top20_vocab_overlap,median_structural_similarity,median_token_jaccard,n_agents,n_posts,near_duplicate_rate,normalized_vocab_size,post_novelty_rate,scale,token_novelty_rate,top_10_signature_coverage,top_10_token_coverage,top_25_token_coverage,top_50_token_coverage,unigram_entropy,unique_structural_signatures,window_idx
11.123819118254703,0.9150533386013433,mag0,0.434331797235023,0.9150533386013433,0.9654190398698128,540.5625,0.0,0.0547945205479452,0.3013698630136986,0.0410958904109589,0.0,0.0,0.0,0.0136986301369863,0.3424657534246575,0.0,0.0,0.0547945205479452,0.0,0.3013698630136986,0.0273972602739726,0.0136986301369863,0.0,0.0547945205479452,0.12888192054858721,0.20698035714285715,0.022250300325322266,0.08444444444444445,0.0,0.015038444142921756,10,73,0.0,0.434331797235023,0.9726027397260274,n10,0.434331797235023,0.7671232876712328,0.06566820276497695,0.12980030721966207,0.2073732718894009,9.640892709197566,27,0
10.819328215619002,0.8163544997715853,mag0,0.41998231653404067,0.8807674737322978,0.9409262759924386,432.22199695894574,0.0273972602739726,0.0684931506849315,0.4246575342465753,0.0,0.0,0.0,0.0,0.0136986301369863,0.4520547945205479,0.0,0.0,0.0547945205479452,0.0,0.1643835616438356,0.0,0.0136986301369863,0.0,0.0410958904109589,0.1480792047458714,0.2393452380952381,0.02515270603428949,0.05777777777777778,0.0,0.017392619479733817,10,73,0.0273972602739726,0.41998231653404067,0.8904109589041096,n10,0.1883289124668435,0.863013698630137,0.07869142351900972,0.15296198054818744,0.24447391688771,9.357131937984905,20,1
10.717046301669331,0.7663914521612433,mag0,0.399624765478424,0.8727537639630889,0.9486404833836858,367.15864297253637,0.0,0.0547945205479452,0.3698630136986301,0.0547945205479452,0.0136986301369863,0.0,0.0,0.0547945205479452,0.4794520547945205,0.0,0.0,0.0547945205479452,0.0,0.2328767123287671,0.0,0.0,0.0,0.0,0.1335650152316819,0.2416376984126984,0.02800003847882444,0.09,0.0,0.019230769230769232,10,73,0.0,0.399624765478424,0.863013698630137,n10,0.12851782363977485,0.726027397260274,0.0900562851782364,0.1702626641651032,0.2682926829268293,9.157345500258634,30,2
10.554520485224142,0.7202983484283431,mag0,0.4082051282051282,0.8614810868407032,0.9362527716186253,330.5946791862285,0.0,0.0,0.3972602739726027,0.0547945205479452,0.0136986301369863,0.0,0.0,0.0,0.5205479452054794,0.0,0.0,0.0,0.0,0.1917808219178082,0.0,0.0,0.0,0.0136986301369863,0.19226711560044893,0.28148333333333336,0.029527655368433815,0.11888888888888888,0.0,0.02040816326530612,10,73,0.0,0.4082051282051282,0.8356164383561644,n10,0.11384615384615385,0.8767123287671232,0.10205128205128206,0.19025641025641027,0.29128205128205126,9.0305991105716,18,3
10.535646997583928,0.6976620616365569,mag0,0.4058192955589586,0.8522848034006376,0.9390581717451524,324.86929653771267,0.0,0.025974025974025976,0.38961038961038963,0.0,0.012987012987012988,0.0,0.0,0.0,0.35064935064935066,0.0,0.0,0.1038961038961039,0.0,0.2077922077922078,0.0,0.012987012987012988,0.0,0.012987012987012988,0.10014269680936347,0.24730000000000002,0.029164760719409905,0.11444444444444445,0.0,0.0196078431372549,10,77,0.0,0.4058192955589586,0.8441558441558441,n10,0.10515569167942827,0.7922077922077922,0.10107197549770292,0.19448698315467075,0.29760081674323635,9.023627454388022,25,4
11.449591428197511,0.8908718548858982,mag1,0.3896512292738708,0.8908718548858982,0.9592570401437986,481.0128154729145,0.0,0.2125,0.4125,0.025,0.075,0.0,0.0,0.0375,0.4625,0.0,0.0,0.05,0.0,0.1625,0.0375,0.0,0.05,0.0,0.09175293841960508,0.1751625,0.03497234331855103,0.12444444444444444,0.0,0.023255813953488372,10,80,0.0,0.3896512292738708,0.9875,n10,0.3896512292738708,0.575,0.08147512864493997,0.15180102915951973,0.2338479130931961,9.710503110278522,36,0
10.803957758246725,0.7013651877133106,mag1,0.320265780730897,0.7648464163822526,0.8687719298245614,274.18290763830043,0.0,0.125,0.375,0.025,0.0625,0.0,0.0,0.1,0.45,0.0875,0.0,0.0,0.0,0.075,0.1625,0.0,0.325,0.0,0.07331104987967733,0.18020674603174602,0.05602975887601088,0.19444444444444445,0.0,0.034482758620689655,10,80,0.0,0.320265780730897,0.925,n10,0.14053156146179402,0.575,0.1186046511627907,0.22990033222591363,0.3445182724252492,9.011169475694635,40,1
10.927677907757486,0.6887119113573407,mag1,0.34029649595687333,0.7981301939058172,0.8942307692307693,314.1367948077883,0.0,0.1,0.3,0.0125,0.05,0.0,0.0,0.0375,0.45,0.0125,0.0,0.075,0.0,0.1375,0.0875,0.0,0.475,0.0,0.07108965108965108,0.20585456349206346,0.04338641247044724,0.19,0.0,0.02564102564102564,10,80,0.0,0.34029649595687333,0.9125,n10,0.11657681940700809,0.5875,0.10512129380053908,0.20923180592991913,0.3200808625336927,9.164440515547891,41,2
10.63447273468775,0.6192264363499812,mag1,0.33138899015676265,0.7521592189260233,0.8428184281842819,293.8278205178272,0.0,0.0,0.375,0.0125,0.125,0.0,0.0,0.025,0.4375,0.0,0.0,0.025,0.0,0.1625,0.175,0.0,0.3625,0.0,0.08943636610303277,0.1785769841269841,0.04435665010702373,0.19,0.0,0.024390243902439025,10,80,0.0,0.33138899015676265,0.6875,n10,0.08384979948960991,0.5375,0.1086401749908859,0.2121764491432738,0.32810791104629966,9.015679559835466,41,3
10.80579485339423,0.6053558844256519,mag1,0.33880903490759756,0.773784355179704,0.8718228031953522,295.35367372353676,0.0,0.023809523809523808,0.39285714285714285,0.03571428571428571,0.08333333333333333,0.0,0.0,0.011904761904761904,0.42857142857142855,0.011904761904761904,0.0,0.07142857142857142,0.0,0.17857142857142858,0.2261904761904762,0.0,0.30952380952380953,0.0,0.07315157065157064,0.1794061507936508,0.049981581189166055,0.17555555555555558,0.0,0.030303030303030304,10,84,0.0,0.33880903490759756,0.6428571428571429,n10,0.07768651608487337,0.5595238095238095,0.11738535249828884,0.21937029431895963,0.3196440793976728,9.104112948042516,42,4
10.981118333756976,0.8232005590496156,mag5,0.35195339273474985,0.8232005590496156,0.9162508909479686,330.02806201550385,0.017857142857142905,0.05357142857142857,0.5535714285714286,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.44642857142857145,0.0,0.0,0.017857142857142856,0.0,0.125,0.017857142857142856,0.0,0.0,0.017857142857142856,0.1300531567198234,0.23185606060606062,0.059532421047774994,0.19666666666666666,0.0,0.046296296296296294,10,56,0.017857142857142905,0.35195339273474985,0.9821428571428571,n10,0.35195339273474985,0.7321428571428571,0.10006854009595613,0.19636737491432488,0.29849211788896507,9.213800556851188,25,0
10.282510349424129,0.636920384951881,mag5,0.30828351836037576,0.7349081364829396,0.8524663677130044,177.28890038140798,0.0,0.03571428571428571,0.6428571428571429,0.0,0.0,0.0,0.0,0.03571428571428571,0.39285714285714285,0.0,0.0,0.0,0.0,0.05357142857142857,0.26785714285714285,0.03571428571428571,0.0,0.017857142857142856,0.16347763347763347,0.253747680890538,0.09786582780281763,0.2611111111111111,0.16666666666666666,0.07335007173601148,10,56,0.0,0.30828351836037576,0.9107142857142857,n10,0.1263877028181042,0.8214285714285714,0.1682322801024765,0.3001707941929974,0.43082835183603757,8.460846022531637,20,1
10.236827575326993,0.5495798319327732,mag5,0.2963875205254516,0.711764705882353,0.8446643717728055,151.27194860813705,0.0,0.05357142857142857,0.7142857142857143,0.03571428571428571,0.0,0.0,0.0,0.017857142857142856,0.2857142857142857,0.0,0.0,0.0,0.0,0.10714285714285714,0.26785714285714285,0.05357142857142857,0.0,0.017857142857142856,0.2318231922398589,0.2924366110080396,0.1155844484939287,0.30972222222222223,0.25,0.0989010989010989,9,56,0.0,0.2963875205254516,0.9285714285714286,n10,0.09646962233169129,0.8035714285714286,0.18431855500821018,0.32717569786535305,0.47126436781609193,8.324781152926255,21,2
9.407358591415074,0.392964824120603,mag5,0.2350928641251222,0.5618090452261306,0.6814891416752844,103.7759928603302,0.125,0.017857142857142856,0.8214285714285714,0.017857142857142856,0.0,0.0,0.0,0.03571428571428571,0.5535714285714286,0.0,0.0,0.0,0.0,0.05357142857142857,0.44642857142857145,0.0,0.0,0.0,0.2478845999679333,0.40606060606060607,0.16400906599676238,0.29305555555555557,0.3333333333333333,0.14,9,56,0.125,0.2350928641251222,0.7321428571428571,n10,0.04838709677419355,0.9107142857142857,0.22825024437927663,0.4149560117302053,0.5718475073313783,7.664175511766856,15,3
9.37255906267184,0.31928606841844326,mag5,0.21590361445783132,0.5448686167575607,0.6727922409392547,96.63184235922526,0.051724137931034475,0.034482758620689655,0.8620689655172413,0.017241379310344827,0.0,0.0,0.0,0.06896551724137931,0.603448275862069,0.0,0.0,0.0,0.0,0.08620689655172414,0.3793103448275862,0.017241379310344827,0.0,0.0,0.1471701138367805,0.3999971192348688,0.16051010995387416,0.32916666666666666,0.3333333333333333,0.14473684210526316,9,58,0.051724137931034475,0.21590361445783132,0.5689655172413793,n10,0.0327710843373494,0.8103448275862069,0.23710843373493976,0.42891566265060244,0.5937349397590361,7.531568405266229,21,4
11.463310621181005,0.8950635530594148,mag25,0.3951332560834299,0.8950635530594148,0.9740494870247435,473.65863741155897,0.01449275362318836,0.043478260869565216,0.5942028985507246,0.08695652173913043,0.391304347826087,0.0,0.0,0.07246376811594203,0.463768115942029,0.0,0.0,0.028985507246376812,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.09938937605604271,0.22639464285714286,0.03814729398088366,0.14222222222222222,0.16666666666666666,0.03,10,69,0.01449275362318836,0.3951332560834299,0.9710144927536232,n10,0.3951332560834299,0.6086956521739131,0.0828505214368482,0.1515063731170336,0.23377752027809964,9.706022801954957,35,0
10.645746191186323,0.6509195816804905,mag25,0.3149190710767065,0.7526144969347277,0.8650147928994083,227.072364351982,0.0,0.028985507246376812,0.7391304347826086,0.057971014492753624,0.6231884057971014,0.0,0.0,0.10144927536231885,0.43478260869565216,0.0,0.0,0.014492753623188406,0.0,0.14492753623188406,0.0,0.0,0.0,0.0,0.09158890492223826,0.30948333333333333,0.07468772781596712,0.3044444444444444,0.25,0.05805527468823728,10,69,0.0,0.3149190710767065,0.927536231884058,n10,0.11189303307529909,0.6956521739130435,0.14356087262491204,0.2603800140745954,0.36523574947220266,8.84786540627478,29,1
