bin_end_min,bin_idx,bin_label,bin_start_min,distinct_1_mean,distinct_2_mean,distinct_3_mean,distinct_4_mean,distinct_5_mean,n_runs_present,scale
2.5,0,0-2,0.0,0.769329528107375,0.9594568061703667,0.9818697520157803,0.9848446338136592,0.9851320360163056,6,n10
5.0,1,2-5,2.5,0.7814001130593149,0.9711427112268708,0.9882835213742497,0.9927459498115478,0.9934722246617369,6,n10
7.5,2,5-7,5.0,0.8063080561952543,0.9867798067111235,0.9979554394171289,0.998965130635471,0.999333043548423,6,n10
10.0,3,7-10,7.5,0.8975780373581113,0.9960622710622711,1.0,1.0,1.0,4,n10
