run_uid,run_id,source_path,selected_key,selected_label,internal_family_label,model_display,condition,bin_idx,progress_label,n_posts_cumulative,n_posts_total,distinct5,gzip,llm_collapse,n_judged_cumulative,selected_order
6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag25-run04,canonical_gpt5,Canonical GPT-5,single_model_final,GPT-5,mag25,3,100%,346,346,0.8076202373516552,0.29096113189136447,4.59364161849711,346,0
5da5a08d776acf648cf486d44e05466a27a378de,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag25,qwen_base_tool,Qwen base tool,base_model_as_tool,Qwen 3.5 35B A3B Base,mag25,3,100%,270,270,0.9853936733270422,0.34415141823520157,3.937037037037037,270,1
d055f0cea2ba847f5466e52b06efe723b94eaf85,mag25-frontier-1h-125753-mag25-n10-run01-frontier-mixed-openrouter-20260421,exports/huggingface/Ayushnangia/moltbook-frontier-mixed-1h/qwen3.5-27b/mag25,mixed_roster,Mixed-model roster,mixed_model_roster,Mixed roster (Qwen 3.5 27B),mag25,3,100%,337,337,0.8991044099308468,0.3069785756996806,3.7477744807121662,337,2
0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,obsession_gpt5_1h,"Obsession GPT-5, 1h",obsession_prompting,GPT-5,mag25,3,100%,225,225,0.9042741588091705,0.359621251972646,4.176888888888889,225,3
