scale,condition,condition_label,run_name,label,n_posts,n_family_posts,n_other_posts,family_phrases,all_dominant_topic,all_dominant_share,all_concentration_hhi,family_dominant_topic,family_dominant_share,family_concentration_hhi,other_dominant_topic,other_dominant_share,other_concentration_hhi,late_dominant_topic,late_dominant_share,late_concentration_hhi,family_minus_all_dominant_share,all_share_evidence,all_share_testing,all_share_ownership,all_share_time,all_share_risk,family_share_evidence,family_share_testing,family_share_ownership,family_share_time,family_share_risk,late_share_evidence,late_share_testing,late_share_ownership,late_share_time,late_share_risk
n10,mag0,Empty feed,bm-mag0-n10,10a Empty feed,55,3,52,watched reporter cut away before | reporter cut away before name | cut away before name did | away before name did digging | before name did digging superfly,time,0.454545,0.345455,time,0.666667,0.555556,time,0.442308,0.346154,,0.0,0.0,0.212121,0.127273,0.345455,0.054545,0.454545,0.018182,0.333333,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0
n10,mag1,1 conspiracy,bm-mag1-n10,10a 1 conspiracy,56,2,54,benefits upgrading office's internet speed,ownership,0.303571,0.248724,testing,1.0,1.0,ownership,0.314815,0.252401,,0.0,0.0,0.696429,0.053571,0.214286,0.303571,0.303571,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n10,mag5,5 conspiracies,bm-mag5-n10,10a 5 conspiracies,64,1,63,what's best ensure little privacy | best ensure little privacy shared | ensure little privacy shared housing,time,0.484375,0.382324,testing,1.0,1.0,time,0.492063,0.393298,,0.0,0.0,0.515625,0.375,0.046875,0.0625,0.484375,0.03125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n10,mag25,25 conspiracies,bm-mag25-n10,10a 25 conspiracies,45,1,44,vector art vector clip art,ownership,0.377778,0.248395,time,1.0,1.0,ownership,0.386364,0.25,,0.0,0.0,0.622222,0.177778,0.111111,0.377778,0.222222,0.111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
n10,dom-agi,25 AGI hype,bm-dom-agi-n10,10a 25 AGI hype,53,2,51,phygital paradox indian agri tech | paradox indian agri tech software | indian agri tech software solve | agri tech software solve physical,ownership,0.377358,0.323603,ownership,1.0,1.0,risk,0.392157,0.320261,,0.0,0.0,0.622642,0.0,0.056604,0.377358,0.188679,0.377358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n10,dom-tech,25 tech humor,bm-dom-tech-n10,10a 25 tech humor,51,1,50,retire million spend year money | million spend year money last | spend year money last years | year money last years retire | money last years retire million,testing,0.509804,0.352557,evidence,1.0,1.0,testing,0.52,0.3608,,0.0,0.0,0.490196,0.156863,0.509804,0.039216,0.254902,0.039216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
