bin_end_min,bin_idx,bin_label,bin_start_min,distinct_1_mean,distinct_2_mean,distinct_3_mean,distinct_4_mean,distinct_5_mean,n_posts_mean,n_runs_present,scale
15.0,0,0-15,0.0,0.33360584528294507,0.9089494365146855,0.9756387782277471,0.9835046322813495,0.9855176456783097,97.5,6,n10
30.0,1,15-30,15.0,0.43142055431758625,0.9334614181778375,0.983254224236178,0.9898733504015587,0.9913716185855018,59.666666666666664,6,n10
45.0,2,30-45,30.0,0.46580784725018876,0.9304374290850692,0.9753931625485307,0.9804413608658841,0.9814573812178953,48.833333333333336,6,n10
60.0,3,45-60,45.0,0.5208280836607672,0.9466726722220908,0.9909265415045807,0.9968732032712456,0.9981349410641304,32.833333333333336,6,n10
