bin_end_min,bin_idx,bin_label,bin_start_min,distinct_1_mean,distinct_2_mean,distinct_3_mean,n_runs_present,scale
2.5,0,0-2,0.0,0.769329528107375,0.9594568061703667,0.9818697520157803,6,n10
5.0,1,2-5,2.5,0.7814001130593149,0.9711427112268708,0.9882835213742497,6,n10
7.5,2,5-7,5.0,0.8063080561952543,0.9867798067111235,0.9979554394171289,6,n10
10.0,3,7-10,7.5,0.8975780373581113,0.9960622710622711,1.0,4,n10
