bin_end_min,bin_idx,bin_label,bin_start_min,distinct_1_mean,distinct_2_mean,distinct_3_mean,distinct_4_mean,distinct_5_mean,n_posts_mean,n_runs_present,scale
2.5,0,0-2,0.0,0.7730043122007911,0.9708686443508884,0.9942179078236237,0.9992784992784993,1.0,5.833333333333333,6,n10
5.0,1,2-5,2.5,0.7989503855685073,0.9478913392067644,0.9651594333296312,0.9674999999999999,0.968013468013468,3.0,6,n10
7.5,2,5-7,5.0,0.8257437751878061,0.9836222829682738,1.0,1.0,1.0,3.1666666666666665,6,n10
