condition,delta_compression_bzip2,delta_compression_gzip,delta_compression_zlib,delta_distinct_1,delta_distinct_1_sub_ci_high,delta_distinct_1_sub_ci_low,delta_distinct_1_sub_mean,delta_distinct_2,delta_distinct_2_sub_ci_high,delta_distinct_2_sub_ci_low,delta_distinct_2_sub_mean,delta_distinct_3,delta_distinct_3_sub_ci_high,delta_distinct_3_sub_ci_low,delta_distinct_3_sub_mean,delta_distinct_4,delta_distinct_4_sub_ci_high,delta_distinct_4_sub_ci_low,delta_distinct_4_sub_mean,delta_distinct_5,delta_distinct_5_cumulative,delta_distinct_5_sub_ci_high,delta_distinct_5_sub_ci_low,delta_distinct_5_sub_mean,delta_n_agents,delta_n_posts,delta_simpson_5gram_effective,delta_subsample_target_posts,display_family_label,final_bin,final_n_posts,first_bin,first_n_posts,internal_family_label,model_display,model_family,n_agents,roster_name,run_id,run_uid,scale,scheme,source_path
mag25,0.09951835215326765,0.08024080894592905,0.07957815834351939,0.17776172056096434,0.04221669491707303,0.1051024432440481,0.0762515667579946,0.14923072306697227,0.028196954064218294,0.12209435589109496,0.07961021227922949,0.11094464177699348,0.020802276788358,0.1133471859320212,0.06905933513655105,0.09466411302427435,0.016862754274002745,0.11143064183334572,0.060505972218780735,0.07827762483754952,0.0007637041765213848,0.012903813311342271,0.08852543327309847,0.050540777018513894,-1,-54,-2671.7557956597943,0,Obsession prompting,Q4,36,Q1,90,obsession_prompting,GPT-5,gpt-5,10,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h
dom-tech,0.0010511446033446281,-0.017880860653985753,-0.018260319623597032,0.03087016122113817,0.032285185877655526,0.027881276280510417,0.029891296754069915,0.0381945684114276,0.03271948992654994,0.020799072266833862,0.028329199047231413,-0.01023855117210104,-0.01816622822844438,-0.016617586712544652,-0.020082736556365166,-0.025048309768795907,-0.036856897725595195,-0.025452216279004403,-0.03020776446382878,-0.02348018645331218,-0.039818992048291424,-0.02831561459046017,-0.02312178814558208,-0.026723057768406444,-1,-9,-16225.864187529596,0,Single-model final runs,45-60m,115,0-15m,124,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,fixed_15m,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
dom-tech,-0.02697564533245242,-0.05790161813710534,-0.058263254671409054,0.017094544010961277,0.027612650891003718,0.020966820513322895,0.02452491970092495,-0.04933468565019644,-0.021108403351999983,-0.046578420320317226,-0.03380493085137365,-0.13969528263269526,-0.11013899034571306,-0.14014051617968182,-0.12440018176504886,-0.156040828265135,-0.12364286178034478,-0.15944189034174128,-0.14382113763989135,-0.14655172010445028,-0.07095724205832432,-0.11725787740828564,-0.15155652037165013,-0.13499859283136362,0,19,-22293.47274552427,0,Single-model final runs,Q4,162,Q1,143,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,normalized_quartile,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01
dom-agi,0.03929762696450567,0.0335017312667113,0.03217420836212581,0.063239184007964,-0.003151609371193159,0.017989345369533477,0.00865853304203984,0.0937685174533186,0.00949084120522381,0.03366700713430748,0.022053429503163247,0.03301473172593716,-0.0037181400402269693,0.012231722976944193,0.0034917996562953135,0.011691967509120826,-0.0021134966558048474,0.005265105922227731,0.001576921520286212,0.005938671915314164,-0.0018222417465333374,-0.0007670587618719971,0.005381429395675097,0.0019203293958689471,-4,-44,-6251.240816842311,0,Base model as tool,45-60m,52,0-15m,96,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi
dom-agi,0.03705324425379941,0.03145829961056412,0.03015206327878933,0.05670626003340512,0.0009966954560672314,0.01663044271828118,0.009197474948895418,0.08494371818562829,0.012287251847284963,0.03511829531254296,0.021867817384689903,0.03036293871893303,-0.001972366840104267,0.01067288066833838,0.003758021928108368,0.010770751941709622,-0.001566592099910391,0.006097751852294553,0.0020665976385166873,0.005751423539688272,-0.0017233267241195671,-0.00010012209847531928,0.004950898389078695,0.00214451448941122,-4,-39,-5820.245453450824,0,Base model as tool,Q4,56,Q1,95,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi
mag5,-0.011834540709803165,-0.029764023832467623,-0.029841534124733116,-0.001370337989759704,-0.018893510761022844,-0.013607250683070143,-0.016225622283446803,-0.034018081810097134,-0.07148819560347164,-0.05709076614376796,-0.06446167743707387,-0.052393496571975895,-0.07824042574895684,-0.06483803696720669,-0.07190438459226811,-0.053439008389183695,-0.06824307984654221,-0.05975773113554239,-0.06350107244816039,-0.05062039615119007,-0.050401229466675246,-0.060460510845740334,-0.0528592911000626,-0.05656138595576621,0,-32,-12810.01635106766,0,Single-model final runs,45-60m,107,0-15m,139,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,fixed_15m,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
mag5,-0.02186326896417165,-0.03282252867080365,-0.03280853271084505,-0.009378137730280803,-0.0066890848740171205,-0.006860684786590396,-0.006859470793515052,-0.06273604052671616,-0.05581838721627108,-0.05594596507426863,-0.05568347043425309,-0.07765504472413809,-0.06709252154240741,-0.07106211265956308,-0.06948558616510148,-0.06148139394801366,-0.052929668942758856,-0.05806656629084728,-0.05547777482583738,-0.04539785083446379,-0.06489000185239013,-0.037800068573883405,-0.043226120554642034,-0.04047085322720745,0,9,-13830.116691169353,0,Single-model final runs,Q4,172,Q1,163,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,normalized_quartile,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01
mag5,0.00030333038739616125,-0.02460978075576492,-0.025981241201021688,0.059955404447360444,-0.05614321483353105,-0.01737243392164131,-0.035995267093161476,0.08516192328762762,-0.09315109677904143,-0.023284920603590664,-0.05635291433967604,0.05397970906209315,-0.04927555619485979,0.00030476751226338195,-0.02918585708078225,0.030826617539582712,-0.027474302262337824,0.012347383509965448,-0.012312689178523684,0.017686001111590244,-0.00945946971307754,-0.014381721426308891,0.01071812253167892,-0.005658780343964054,-5,-73,-19029.27779041445,0,Base model as tool,45-60m,32,0-15m,105,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5
mag5,-0.016937128154732695,-0.03635132538573577,-0.037571328280284144,0.030954562867643892,-0.06477174043175055,-0.028721687872934915,-0.04535044049544176,0.03206394883753938,-0.1140107336487256,-0.0487528885760008,-0.08276046103631252,0.01896745008584022,-0.06367163866970582,-0.0189848620100721,-0.04637996372473974,0.011871482075958784,-0.03558075781245651,-0.005022669603153784,-0.02303480564545224,0.007274504792298853,-0.012113475953647757,-0.020405518576379178,0.002057883762676904,-0.013387226495672144,-4,-61,-16747.916233113752,0,Base model as tool,Q4,38,Q1,99,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5
mag1,0.041755309174429905,0.022146538274652516,0.020417399256545954,0.07663865085304537,-0.038395718502965276,0.00030240900873598764,-0.019786944346790514,0.11093188936224074,-0.07000443092466069,0.0014264766987055477,-0.036522867011300586,0.06667236024602419,-0.03922952792300183,-0.0013762294493332439,-0.020806160061586088,0.029644973381987794,-0.022180039934181717,0.0005633558457226462,-0.011621648503955972,0.014952719892886712,-0.030495649694475935,-0.010939441445014797,0.003296413233119466,-0.005041667417606255,-5,-65,-17384.16255911623,0,Base model as tool,45-60m,28,0-15m,93,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1
mag1,0.03645442436923341,0.01976251614279456,0.018186747193939368,0.06626004471037036,-0.02933851554112904,0.009465331188976883,-0.01427183775315416,0.09700233327205621,-0.0572262840333172,0.009626096032548492,-0.028008381899792045,0.058573659197466266,-0.03317268918578453,0.004806279850470996,-0.015726113849055978,0.027704527950314528,-0.016179161108615947,0.003389665791678209,-0.006992903250018001,0.014436884698683983,-0.03145114204422916,-0.008313695996276627,0.0038890511372269287,-0.0025154571894419053,-5,-57,-15666.463774251442,0,Base model as tool,Q4,33,Q1,90,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1
mag25,0.004916531865630236,-0.005819132870766852,-0.006489757494947235,0.03484563792723075,-0.11481656170685353,-0.055082504018449246,-0.08642031354662821,0.054696672742228225,-0.1370411534424143,-0.04728066936294384,-0.09771742286245155,0.03568658001770009,-0.07675284203964472,-0.025779363412585354,-0.052991103271391116,0.018083870085543796,-0.03500876923867857,-0.007419933112254418,-0.023202136546928043,0.010385829673258518,-0.007883316257605077,-0.01782642859146999,-0.002493718984464821,-0.010928460848855792,-6,-80,-15088.387514256552,0,Base model as tool,45-60m,24,0-15m,104,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25
mag25,-0.0029614181535076167,-0.010163418921342482,-0.010711368899628926,0.01961469405264063,-0.11341284592544892,-0.0583739829461844,-0.08599730148091644,0.031645256723777715,-0.144131225181235,-0.06715130566584371,-0.10546362181040869,0.02239608460809861,-0.08345896380941309,-0.028181035952445477,-0.0567440562004935,0.011859688214508446,-0.04196197923773182,-0.012646859806124011,-0.02762654955651911,0.0074085218592784274,-0.007928434456307087,-0.018823608038222805,-0.0030300335741642037,-0.011628795376217416,-6,-75,-13562.863139430041,0,Base model as tool,Q4,28,Q1,103,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25
dom-agi,-0.011013077455018366,-0.053386762978343605,-0.055105211491567274,0.07296793221069459,-0.08367063309407144,-0.056027093131516575,-0.06942246519646128,-0.03170365096317396,-0.2450763409250848,-0.20872374025989882,-0.22760835736475005,-0.15854059350126448,-0.2698307002328779,-0.24607192877679085,-0.25967850791654956,-0.18397974251686733,-0.2343088122793786,-0.2191189853086185,-0.22717435416014864,-0.17633446038528278,-0.08857046824861681,-0.20146581950938125,-0.19067662978509492,-0.19661466036146924,-25,-247,-21248.63820409604,0,Single-model final runs,45-60m,54,0-15m,301,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,Gemini Flash Lite,ec-dom-agi-n30-run01,1fe60ca12bde7999c8575bb980380ece20ae5bb7,n30,fixed_15m,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-dom-agi-n30-run01
dom-agi,-0.01059986104525179,-0.05365340684416714,-0.05542282492792033,0.07898429433455756,-0.07406376735429693,-0.05026958999665482,-0.06347373135574383,-0.03231711831072126,-0.24969491028735868,-0.21213967961174696,-0.2305584030918188,-0.16651484752946488,-0.2816917613427814,-0.2546216660802143,-0.26860345071789093,-0.19351550113993155,-0.24422832429384445,-0.2279870298794986,-0.23723279640484485,-0.1885576497747985,-0.08994061028046652,-0.2145753486842712,-0.20301795601585804,-0.20927576745515686,-25,-254,-21816.67930140757,0,Single-model final runs,Q4,55,Q1,309,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,Gemini Flash Lite,ec-dom-agi-n30-run01,1fe60ca12bde7999c8575bb980380ece20ae5bb7,n30,normalized_quartile,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-dom-agi-n30-run01
mag25,-0.04242568082608142,-0.04615264469034963,-0.04571063114459023,-0.029564110773601812,-0.01608107373682402,-0.018307877687674806,-0.016995813848808244,-0.12662666924040789,-0.09262073841543633,-0.09964830157881899,-0.0961270985935117,-0.12952805463410866,-0.09608918852942361,-0.10669028121511781,-0.10180977858270168,-0.08967060687250228,-0.0636825162832595,-0.07544616730056541,-0.07026567419153751,-0.05648910289982223,-0.027388659875019816,-0.03948708546952562,-0.04756566955498387,-0.04313343825977933,-1,80,-1761.82708531545,0,Single-model final runs,45-60m,374,0-15m,294,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,Gemini Flash Lite,ec-mag25-n30-run01,22cd2e17435a6586911c5f4461a0251b32de1073,n30,fixed_15m,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag25-n30-run01
mag25,-0.04727477827730378,-0.054022103340040595,-0.05354162657407635,-0.030789102067119725,-0.01989237516407856,-0.021845075399174255,-0.02083882241509763,-0.14302464690174416,-0.1136443865740594,-0.12198368682623212,-0.11753338360344195,-0.1536934720315699,-0.12273476929863847,-0.13515340062674464,-0.1290659220832484,-0.11232096421945903,-0.08873297681065051,-0.09963599380929677,-0.09416245147982938,-0.0756438631383698,-0.03376085013479402,-0.05678163468865127,-0.06857111649079295,-0.0627472656837148,-1,69,-4308.422011914099,0,Single-model final runs,Q4,384,Q1,315,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,Gemini Flash Lite,ec-mag25-n30-run01,22cd2e17435a6586911c5f4461a0251b32de1073,n30,normalized_quartile,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag25-n30-run01
mag5,-0.019737451387388194,-0.022634358600283677,-0.02294229099420675,-0.010258884910974181,0.0025208899897377623,-0.0003711887488998672,0.0012796098946110668,-0.03592258669342191,-0.003336251095864995,-0.013435992881691505,-0.008909932614689864,-0.03765625424940122,-0.013834787371473922,-0.022962008320928984,-0.01873637687700247,-0.0335031857542788,-0.01801409725868086,-0.02619972761621825,-0.022761878881780495,-0.020381083192435923,-0.019635596436156644,-0.011241019310914369,-0.017303598337301107,-0.014748242319364557,0,69,615.0022298917211,0,Single-model final runs,45-60m,375,0-15m,306,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,Gemini Flash Lite,ec-mag5-n30-run01,283d2b449ecf220fd6c980136dccc3ad39cd3707,n30,fixed_15m,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag5-n30-run01
mag5,-0.019265712102465887,-0.02388743001912036,-0.024244649295476872,-0.007871166978836552,-0.001602388776737379,-0.0033667512060074206,-0.0024213839994674663,-0.03871760331525148,-0.02349900529796367,-0.02839758627194333,-0.02595588148087541,-0.04463676744053857,-0.03081669571171819,-0.03795354684211494,-0.03459890563404744,-0.039841760469378484,-0.03024876063795423,-0.037525364235417635,-0.03415783357958713,-0.024949967086546287,-0.018742775054941485,-0.019128547665537177,-0.024034693382273153,-0.021482869427866924,-1,33,-2308.3542512038366,0,Single-model final runs,Q4,355,Q1,322,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,30,Gemini Flash Lite,ec-mag5-n30-run01,283d2b449ecf220fd6c980136dccc3ad39cd3707,n30,normalized_quartile,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag5-n30-run01
