run_uid,scheme,first_bin,final_bin,delta_novelty,delta_semantic_repetition,delta_frame_convergence,delta_consensus_conformity,delta_specificity,delta_evidence_grounding,delta_epistemic_caution,delta_template_rigidity,delta_citation_quality,delta_collapse_index,internal_family_label,display_family_label,model_family,model_display,roster_name,condition,scale,n_agents,run_id,source_path
1fe60ca12bde7999c8575bb980380ece20ae5bb7,normalized_quartile,Q1,Q4,-0.5136804942630186,0.6301853486319509,0.1274492497793469,0.16251838776110628,-0.8062371285672258,-0.3509267431597529,-0.22736098852603703,1.1631656369520442,-0.003236245954692629,0.5193998234774941,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n30,30,ec-dom-agi-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-dom-agi-n30-run01
22cd2e17435a6586911c5f4461a0251b32de1073,fixed_15m,0-15m,45-60m,-0.6307795845610971,0.6536068973043765,0.11757430244825162,0.44774273345701854,-0.2713449015970024,-0.2744916148277494,-0.9506166102804758,0.7841318345520025,0.0,0.5267670704645497,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n30,30,ec-mag25-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag25-n30-run01
22cd2e17435a6586911c5f4461a0251b32de1073,normalized_quartile,Q1,Q4,-0.6667410714285715,0.6897817460317457,0.10062003968254007,0.5280753968253968,-0.3121775793650796,-0.2745039682539683,-0.9495535714285712,0.877405753968254,0.0,0.5725248015873019,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n30,30,ec-mag25-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag25-n30-run01
283d2b449ecf220fd6c980136dccc3ad39cd3707,fixed_15m,0-15m,45-60m,-0.31333333333333324,0.3609673202614383,0.06292810457516396,0.1262483660130722,0.14603921568627465,0.09333333333333349,-0.5397908496732027,0.3084444444444445,-0.011607843137254825,0.2343843137254904,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag5,n30,30,ec-mag5-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag5-n30-run01
283d2b449ecf220fd6c980136dccc3ad39cd3707,normalized_quartile,Q1,Q4,-0.3491645525325868,0.3932901758376346,0.05611057650249318,0.12949873151955194,0.06589099816289057,0.025159653573615604,-0.5722683929664947,0.33301548420960536,-0.01581663896422003,0.2522159041203751,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag5,n30,30,ec-mag5-n30-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-30/ec-mag5-n30-run01
290e611e906134a9ea551467b12ec29eb85b94f7,normalized_quartile,Q1,Q4,-0.16111111111111143,0.10000000000000009,0.1555555555555559,0.583333333333333,-0.24999999999999956,0.04444444444444429,-0.8333333333333335,0.33333333333333304,-0.10555555555555562,0.2666666666666666,obsession_prompting,Obsession prompting,gpt-5,GPT-5,GPT-5,mag25,n10,10,obs-mag25-n10-run01-gpt-5-20260418,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_gpt5/obs-mag25-n10-run01-gpt-5-20260418
2997cbf1775613e879d50c83fff649e45beb0835,fixed_15m,0-15m,45-60m,0.06246973365617414,-0.1755447941888617,-0.1849878934624689,-0.05980629539951554,0.44188861985472183,0.24503631961259087,0.20726392251815962,-0.05811138014527817,-0.04237288135593231,-0.10818401937046129,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
2997cbf1775613e879d50c83fff649e45beb0835,normalized_quartile,Q1,Q4,0.026548672566371723,-0.0903919089759797,-0.11483354403708379,0.052043826380109515,0.4412136536030342,0.20037926675094808,0.17678044669195114,0.11504424778761058,-0.04424778761061954,-0.012937210282343514,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
2e3181acc1de0142801f6e9d663a1d0a3eb1185b,fixed_15m,0-15m,45-60m,-0.3340572727141973,0.32994376285471816,0.0772937132337077,0.29437484718167095,-0.24101428222129506,-0.27515929063529265,-0.43942640988393,0.4841572338803628,-0.04294734419721835,0.30396536597293267,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-agi,n20,20,ec-dom-agi-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-dom-agi-n20-run01
2e3181acc1de0142801f6e9d663a1d0a3eb1185b,normalized_quartile,Q1,Q4,-0.3406046368543223,0.32711077551248646,0.07538384092625172,0.29658528400033557,-0.24396621640517946,-0.27949772072601187,-0.4297620046424475,0.47824202254104087,-0.04361383784993156,0.30358531196688787,single_model_final,Single-model final runs,gpt-5,GPT-5,GPT-5,dom-agi,n20,20,ec-dom-agi-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-20/ec-dom-agi-n20-run01
2ea0f12d0e8e1581385eeb1bb6506353aeb06ad3,fixed_15m,0-15m,45-60m,,,,,,,,,,,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
2ea0f12d0e8e1581385eeb1bb6506353aeb06ad3,normalized_quartile,Q1,Q4,-0.3789473684210525,1.1105263157894738,1.215789473684211,1.3736842105263163,-0.26842105263157867,-0.16842105263157858,-1.236842105263158,0.32105263157894726,0.0,0.8800000000000003,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,dom-agi,n10,10,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
330e1a41290a2555b44f8f58cd57372b1ba6defc,fixed_15m,0-15m,45-60m,-0.32532473430829323,0.47452084658007143,-0.0005450086293032896,-0.34117540194386464,0.4400944681624126,0.42492506131347074,-0.676673630665819,0.8337269506767186,-0.013761467889908285,0.25837042419838196,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n20,20,ec-mag25-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag25-n20-run01
330e1a41290a2555b44f8f58cd57372b1ba6defc,normalized_quartile,Q1,Q4,-0.3983703538341332,0.5149291215537453,0.11778658332403147,-0.14655653532760393,-0.019059046768612475,-0.040071436544257155,-0.7670777988614801,1.046573278267664,-0.01038062283737018,0.38622056033039254,single_model_final,Single-model final runs,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n20,20,ec-mag25-n20-run01,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-20/ec-mag25-n20-run01
34c81c49a254ddd5aaffd72a39a5fde9823de321,fixed_15m,0-15m,45-60m,,,,,,,,,,,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
34c81c49a254ddd5aaffd72a39a5fde9823de321,normalized_quartile,Q1,Q4,-0.24242424242424265,0.7151515151515149,1.2060606060606056,1.2242424242424241,0.19393939393939386,0.47878787878787854,-1.3272727272727274,1.0363636363636362,-0.06666666666666665,0.8848484848484843,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag0,n10,10,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
36ebfbc9e5e90447be66f616583536b25b156788,fixed_15m,0-15m,45-60m,,,,,,,,,,,base_model_as_tool,Base model as tool,google/gemini-3.1-flash-lite-preview,Gemini Flash Lite,Gemini Flash Lite,mag25,n10,10,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
