dataset_source,group,model_family,condition,scale,run_path,q1_vendi_score,q4_vendi_score,delta_vendi_score,q1_mean_pairwise_cosine,q4_mean_pairwise_cosine,delta_mean_pairwise_cosine,q1_semantic_radius,q4_semantic_radius,delta_semantic_radius,q1_posts,q4_posts,collapse_index,n_judged
archive-2026,base-model,olmo3-32b-instruct,mag1,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260406,2.5835698082727983,2.6545533281447296,0.0709835198719313,0.6932941675186157,0.6722479462623596,-0.021046221256256104,0.16424132883548737,0.17545771598815918,0.011216387152671814,59,43,4.6,5
archive-2026,base-model,olmo3-32b-instruct,mag1,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,5.31748983301012,3.3400910769675543,-1.9773987560425654,0.4466429650783539,0.6220224499702454,0.17537948489189148,0.32832905650138855,0.2089470624923706,-0.11938199400901794,123,101,4.638888888888889,9
archive-2026,base-model,olmo3-32b-instruct,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260406,2.3439874757669426,2.2494568194712965,-0.09453065629564605,0.7348834276199341,0.7147485017776489,-0.020134925842285156,0.14054042100906372,0.14856819808483124,0.008027777075767517,70,28,4.75,5
archive-2026,base-model,olmo3-32b-instruct,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,5.1516100341954125,4.838265337787483,-0.3133446964079294,0.4529036283493042,0.41635268926620483,-0.036550939083099365,0.3235536813735962,0.3465747833251953,0.02302110195159912,117,55,4.3125,8
archive-2026,base-model,olmo3-32b-instruct,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct-server-fetch-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260406,2.570731582135024,2.257439987800589,-0.313291594334435,0.7004815340042114,0.7240156531333923,0.023534119129180908,0.1602167785167694,0.14405599236488342,-0.016160786151885986,63,32,4.75,1
archive-2026,base-model,olmo3-32b-instruct,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,4.775364661947993,2.964003981511938,-1.8113606804360551,0.4707430601119995,0.6517010927200317,0.18095803260803223,0.3110625743865967,0.19021548330783844,-0.12084709107875824,136,86,4.729166666666667,12
archive-2026,base-model,olmo3-32b-think,dom-agi,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260405,4.664757866308057,,,0.26930272579193115,,,0.44331610202789307,,,18,1,2.3461538461538463,13
archive-2026,base-model,olmo3-32b-think,dom-tech,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260405,6.937277938319715,,,0.2591361701488495,,,0.4750240445137024,,,45,1,3.019230769230769,13
archive-2026,base-model,olmo3-32b-think,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260405,5.300539765403935,1.836818837453485,-3.4637209279504493,0.2881230115890503,0.38716432452201843,0.09904131293296814,0.43920692801475525,0.23094676434993744,-0.2082601636648178,27,3,2.45,15
archive-2026,base-model,olmo3-32b-think,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-think-ignore/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260405,5.142163934674822,,,0.20671413838863373,,,0.5015363693237305,,,19,1,2.3461538461538463,13
archive-2026,base-model,qwen3.5-35b-a3b-base,dom-agi,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,5.294045078006665,4.745055467811433,-0.5489896101952318,0.4684692919254303,0.3994377553462982,-0.06903153657913208,0.3122691214084625,0.3545569181442261,0.04228779673576355,118,35,3.5625,16
archive-2026,base-model,qwen3.5-35b-a3b-base,dom-tech,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,6.517308316689709,4.107703767019835,-2.409604549669874,0.37754935026168823,0.49444979429244995,0.11690044403076172,0.3805549442768097,0.2887057065963745,-0.09184923768043518,101,44,3.3125,16
archive-2026,base-model,qwen3.5-35b-a3b-base,mag0,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,5.8516899375218125,4.161344727541238,-1.690345209980575,0.4024180471897125,0.4435324966907501,0.0411144495010376,0.36059120297431946,0.3197639584541321,-0.04082724452018738,93,29,3.90625,16
archive-2026,base-model,qwen3.5-35b-a3b-base,mag1,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,8.518583753950358,3.9615237850735254,-4.557059968876832,0.25299540162086487,0.44447270035743713,0.19147729873657227,0.4905414283275604,0.3185947835445404,-0.17194664478302002,114,28,2.171875,16
archive-2026,base-model,qwen3.5-35b-a3b-base,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,6.0277248522316516,4.351762845058313,-1.6759620071733385,0.3904905319213867,0.46957138180732727,0.07908084988594055,0.3694622218608856,0.305593341588974,-0.06386888027191162,86,42,3.671875,16
archive-2026,base-model,qwen3.5-35b-a3b-base,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,5.1150718689614845,4.918808155222911,-0.1962637137385732,0.4298953711986542,0.2591513395309448,-0.17074403166770935,0.3384071886539459,0.45397496223449707,0.11556777358055115,73,19,2.40625,16
archive-2026,base-model,qwen3.5-35b-a3b-instruct,mag1,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,2.9729221243286754,1.8017337123031965,-1.171188412025479,0.37429341673851013,0.6296083927154541,0.25531497597694397,0.32731378078460693,0.16113969683647156,-0.16617408394813538,8,5,2.227272727272727,11
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,dom-agi,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260317-9of10,4.619030308608687,1.0000020196916166,-3.61902828891707,0.43235746026039124,0.9999996423721313,0.5676421821117401,0.3372180461883545,0.0,-0.3372180461883545,82,12,5.0,3
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,dom-agi,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260317-garbage,4.667191743744515,1.2658951523207582,-3.4012965914237565,0.4799255132675171,0.8711131811141968,0.3911876678466797,0.3033744692802429,0.06533864140510559,-0.23803582787513733,97,52,4.861111111111111,9
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,dom-agi,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n20-run01-gemini-3.1-flash-lite-preview-20260318-garbage,4.725938453525947,1.8765759398889887,-2.849362513636958,0.44897618889808655,0.7385362982749939,0.28956010937690735,0.327869713306427,0.13945813477039337,-0.18841157853603363,198,131,4.683333333333334,15
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,dom-agi,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-agi-n30-run01-gemini-3.1-flash-lite-preview-20260318,5.259730692381858,2.017018699598969,-3.2427119927828887,0.4985560178756714,0.775820255279541,0.27726423740386963,0.2927362620830536,0.11717573553323746,-0.17556052654981613,301,63,4.625,16
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,dom-tech,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318,5.591892724495038,1.9141739061052325,-3.6777188183898053,0.45275795459747314,0.7752183079719543,0.3224603533744812,0.3253536522388458,0.11820652335882187,-0.20714712888002396,229,96,4.875,10
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,dom-tech,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n20-run01-gemini-3.1-flash-lite-preview-20260318-portcrash,6.017928212145145,1.084177480758553,-4.933750731386592,0.42376163601875305,0.9666779637336731,0.54291632771492,0.34682098031044006,0.01658717356622219,-0.3302338067442179,200,79,4.55,5
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,dom-tech,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n30-run01-gemini-3.1-flash-lite-preview-20260318,5.948038529896125,4.701839996975945,-1.2461985329201797,0.452065110206604,0.49875813722610474,0.04669302701950073,0.3263620436191559,0.29259392619132996,-0.03376811742782593,318,301,4.015625,16
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag0,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260317,6.303320764381472,5.077137733795642,-1.2261830305858306,0.4160064458847046,0.4540017247200012,0.03799527883529663,0.35169410705566406,0.3219520151615143,-0.02974209189414978,136,95,3.84375,8
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag0,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-gemini-9of10,5.8021212167205185,2.407760936889101,-3.3943602798314174,0.3963833153247833,0.5899187922477722,0.1935354769229889,0.3663262128829956,0.2116704285144806,-0.15465578436851501,117,13,4.7,5
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag0,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n20-run01-gemini-3.1-flash-lite-preview-20260317,5.53811830070333,3.4864339565968967,-2.051684344106433,0.4644647240638733,0.5887817740440369,0.12431704998016357,0.31700804829597473,0.23102661967277527,-0.08598142862319946,266,162,3.861111111111111,9
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag0,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n20-run01-gemini-3.1-flash-lite-preview-20260318,5.233360950600028,3.1872081695399874,-2.046152781060041,0.46951788663864136,0.6086779832839966,0.13916009664535522,0.31308314204216003,0.21591296792030334,-0.09717017412185669,227,64,4.107142857142857,7
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag0,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318,5.831850307355729,4.285215536349236,-1.5466347710064925,0.449663370847702,0.5301786065101624,0.08051523566246033,0.32820308208465576,0.27085256576538086,-0.0573505163192749,334,318,4.5,6
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag0,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318-27of30,5.734293837091661,2.8719103857132695,-2.8623834513783915,0.4486751854419708,0.676994800567627,0.22831961512565613,0.3283492922782898,0.1765146106481552,-0.15183468163013458,226,285,4.375,2
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag0,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n30-run01-gemini-3.1-flash-lite-preview-20260318-28of30,5.733293270385576,2.7348259067569676,-2.9984673636286083,0.44873178005218506,0.6905456781387329,0.24181389808654785,0.3283073902130127,0.16854386031627655,-0.15976352989673615,226,557,4.46875,8
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag1,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260317,5.087716829971844,3.2684037068316707,-1.819313123140173,0.44034725427627563,0.5802549123764038,0.13990765810012817,0.3330213725566864,0.2333512008190155,-0.0996701717376709,124,56,4.359375,16
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag1,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n20-run01-gemini-3.1-flash-lite-preview-20260318,5.000834446379739,4.948488060365512,-0.05234638601422681,0.4878225028514862,0.5057685971260071,0.017946094274520874,0.30004361271858215,0.28795772790908813,-0.012085884809494019,242,467,4.068181818181818,11
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag1,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n30-run01-gemini-3.1-flash-lite-preview-20260318,6.173134416543538,2.8892832652785496,-3.283851151264988,0.4179481863975525,0.6600545644760132,0.2421063780784607,0.3515734076499939,0.18595482409000397,-0.16561858355998993,232,130,4.0625,16
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260317-garbage,5.815546737617112,1.0,-4.815546737617112,0.4284115135669708,1.0000004768371582,0.5715889632701874,0.3424432575702667,0.0,-0.3424432575702667,144,20,4.75,5
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260318,5.245371223140493,4.106772378174428,-1.1385988449660651,0.4427950084209442,0.5003046989440918,0.05750969052314758,0.33143094182014465,0.2884347140789032,-0.042996227741241455,133,83,4.3,10
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag25,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag25-n20-run01-gemini-3.1-flash-lite-preview-20260318,6.465625619491873,4.148642083517692,-2.316983535974181,0.4067055881023407,0.5539997816085815,0.14729419350624084,0.3601350486278534,0.25440362095832825,-0.10573142766952515,218,233,3.9791666666666665,12
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag25,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag25-n30-run01-gemini-3.1-flash-lite-preview-20260318-garbage,6.596723750376117,1.7095395463069845,-4.887184204069133,0.4231545329093933,0.7551754117012024,0.3320208787918091,0.3481082618236542,0.13063929975032806,-0.2174689620733261,319,493,4.660714285714286,14
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260317-garbage,3.8092635054419834,1.386208577968567,-2.4230549274734168,0.47711440920829773,0.8897615671157837,0.41264715790748596,0.30642521381378174,0.05616656690835953,-0.2502586469054222,133,104,4.805555555555555,9
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260318,5.486872137022727,2.1523616118214948,-3.3345105252012326,0.43948131799697876,0.7304238080978394,0.2909424901008606,0.3340316414833069,0.1432231068611145,-0.19080853462219238,139,74,4.8,5
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag5,n20,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag5-n20-run01-gemini-3.1-flash-lite-preview-20260318-garbage,5.236314144804227,1.4222886378376804,-3.814025506966547,0.4701838493347168,0.7997705340385437,0.3295866847038269,0.31258559226989746,0.10542134195566177,-0.2071642503142357,225,424,4.769230769230769,13
archive-2026,entropy-collapse,google/gemini-3.1-flash-lite-preview,mag5,n30,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag5-n30-run01-gemini-3.1-flash-lite-preview-20260318-garbage,5.9930477832867455,2.282979885068629,-3.7100678982181163,0.40012305974960327,0.6412252187728882,0.2411021590232849,0.3658738136291504,0.19867466390132904,-0.16719914972782135,301,673,4.708333333333333,12
