dataset_source,group,model_family,condition,scale,run_path,q1_vendi_score,q4_vendi_score,delta_vendi_score,q1_mean_pairwise_cosine,q4_mean_pairwise_cosine,delta_mean_pairwise_cosine,q1_semantic_radius,q4_semantic_radius,delta_semantic_radius,q1_posts,q4_posts
archive-2026,entropy-collapse,z-ai/glm-5,dom-tech,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-dom-tech-n10-run01,4.422261051264411,4.182441216609204,-0.23981983465520695,0.49780839681625366,0.5083778500556946,0.010569453239440918,0.29006457328796387,0.28162720799446106,-0.008437365293502808,81,64
archive-2026,entropy-collapse,z-ai/glm-5,mag0,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag0-n10-run01-glm5-20260317,4.959566378536613,4.2406355024866365,-0.7189308760499769,0.480366587638855,0.48578909039497375,0.005422502756118774,0.30338770151138306,0.2958184480667114,-0.007569253444671631,106,51
archive-2026,entropy-collapse,z-ai/glm-5,mag1,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag1-n10-run01,5.563592381100703,4.853390143726506,-0.7102022373741965,0.43875852227211,0.4577300250530243,0.018971502780914307,0.33347100019454956,0.3173048496246338,-0.01616615056991577,102,65
archive-2026,entropy-collapse,z-ai/glm-5,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag25-n10-run01,5.1536009649603045,4.601452474523601,-0.5521484904367036,0.4539896249771118,0.46408334374427795,0.010093718767166138,0.32172542810440063,0.31308650970458984,-0.008638918399810791,90,69
archive-2026,entropy-collapse,z-ai/glm-5,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/ec-mag5-n10-run01,4.468783199191288,4.1542801906260465,-0.31450300856524116,0.49568450450897217,0.505977988243103,0.01029348373413086,0.2915970981121063,0.2827165126800537,-0.008880585432052612,82,58
archive-2026,obsession,google/gemini-3.1-flash-lite-preview,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,1.5192756535307437,,,0.4102601706981659,,,0.16027995944023132,,,2,1
archive-2026,obsession,gpt-5,dom-agi,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-dom-agi-n10-run01-gpt-5-20260419,7.188617567859362,6.639574125647785,-0.5490434422115769,0.3657166659832001,0.3700801730155945,0.004363507032394409,0.39236441254615784,0.38799697160720825,-0.004367440938949585,181,141
archive-2026,obsession,gpt-5,dom-tech,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-dom-tech-n10-run01-gpt-5-20260419,5.9418333039828655,9.16356565768478,3.2217323537019142,0.3834988474845886,0.34988197684288025,-0.033616870641708374,0.3750320076942444,0.4071194529533386,0.03208744525909424,87,420
archive-2026,obsession,gpt-5,mag0,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag0-n10-run01-gpt-5-20260419,5.719311341888783,7.508306549053067,1.7889952071642838,0.3473106026649475,0.39758211374282837,0.05027151107788086,0.403131902217865,0.36825066804885864,-0.03488123416900635,73,395
archive-2026,obsession,gpt-5,mag1,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,6.476687286107992,7.691350016697973,1.214662730589981,0.3764279782772064,0.3865814805030823,0.010153502225875854,0.38220712542533875,0.3770112693309784,-0.0051958560943603516,119,474
archive-2026,obsession,gpt-5,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,6.237355124891905,4.7627280492198,-1.474627075672105,0.3588537871837616,0.36051565408706665,0.0016618669033050537,0.3952897787094116,0.3814800977706909,-0.013809680938720703,94,29
archive-2026,obsession,gpt-5,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,5.19183451318845,4.835172634490549,-0.356661878697901,0.4118618071079254,0.3979610502719879,-0.0139007568359375,0.3519887924194336,0.36125513911247253,0.00926634669303894,73,60
archive-2026,obsession,gpt-5,mag25,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,7.381852778405066,6.469208692331248,-0.9126440860738176,0.3556867837905884,0.40669432282447815,0.05100753903388977,0.39981314539909363,0.35909587144851685,-0.04071727395057678,142,146
archive-2026,obsession,gpt-5,mag5,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,6.167700078164305,8.469377932155393,2.3016778539910874,0.35108843445777893,0.36991047859191895,0.018822044134140015,0.40098947286605835,0.3904971778392792,-0.010492295026779175,84,398
