bin_idx,bin_label,condition,display_family_label,internal_family_label,mean_pairwise_cosine,mean_pairwise_cosine_ci_high,mean_pairwise_cosine_ci_low,model_display,model_family,n_agents,n_available,n_reps,n_used,roster_name,run_id,run_uid,scale,scheme,semantic_radius,semantic_radius_ci_high,semantic_radius_ci_low,source_path,vendi_score,vendi_score_ci_high,vendi_score_ci_low
2,30-45m,dom-agi,Base model as tool,base_model_as_tool,0.5549370110034942,0.5653073236346244,0.5448775917291642,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,62,50,52,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,fixed_15m,0.24934473931789397,0.25593713372945787,0.2425921317189932,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,3.661369967654519,3.7533274700982147,3.5644886481240454
3,45-60m,dom-agi,Base model as tool,base_model_as_tool,0.4699099361896515,0.4699099361896515,0.4699099361896515,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,52,1,52,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,fixed_15m,0.3071046471595764,0.3071046471595764,0.3071046471595764,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,4.202947127841616,4.202947127841616,4.202947127841616
0,Q1,dom-agi,Base model as tool,base_model_as_tool,0.5352275168895722,0.555047045648098,0.5209341809153557,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,95,50,56,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,normalized_quartile,0.26278058648109437,0.27234011590480806,0.24967173896729947,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,3.6778804793345796,3.8084376204070223,3.5066595856369953
1,Q2,dom-agi,Base model as tool,base_model_as_tool,0.63017240524292,0.639204141497612,0.6187116101384162,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,70,50,56,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,normalized_quartile,0.2020253986120224,0.20910158306360244,0.19647841937839985,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,3.0829454991133924,3.176845117470002,3.00830559428992
2,Q3,dom-agi,Base model as tool,base_model_as_tool,0.5483955955505371,0.5575187385082245,0.5419049456715583,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,63,50,56,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,normalized_quartile,0.2540432021021843,0.2583227246999741,0.24805577024817466,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,3.7477663798738554,3.8097412747929273,3.658852649440242
3,Q4,dom-agi,Base model as tool,base_model_as_tool,0.4708247184753418,0.4708247184753418,0.4708247184753418,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,56,1,56,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,normalized_quartile,0.30698177218437195,0.30698177218437195,0.30698177218437195,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,4.266997223901574,4.266997223901574,4.266997223901574
0,0-15m,mag5,Base model as tool,base_model_as_tool,0.3287103140354157,0.388940117508173,0.2798065781593323,OLMo 3 32B Base,olmo-3-32b-base,10,105,50,32,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,fixed_15m,0.4090803533792496,0.45017278715968134,0.36124947145581243,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,5.168844117517681,5.697709287142698,4.638730858358887
1,15-30m,mag5,Base model as tool,base_model_as_tool,0.47085421562194824,0.5022363722324371,0.4464519865810871,OLMo 3 32B Base,olmo-3-32b-base,10,61,50,32,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,fixed_15m,0.30194329738616943,0.3190083891153336,0.28042838126420977,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,3.8122009742970238,4.04194730858298,3.596269059778682
2,30-45m,mag5,Base model as tool,base_model_as_tool,0.38679562509059906,0.41908028200268743,0.36163607612252235,OLMo 3 32B Base,olmo-3-32b-base,10,51,50,32,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,fixed_15m,0.36295765519142154,0.38227602988481524,0.3387635752558708,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,4.471180488904049,4.737699793414019,4.227151667750028
3,45-60m,mag5,Base model as tool,base_model_as_tool,0.6023218631744385,0.6023218631744385,0.6023218631744385,OLMo 3 32B Base,olmo-3-32b-base,10,32,1,32,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,fixed_15m,0.21594053506851196,0.21594053506851196,0.21594053506851196,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,2.8825744831882876,2.8825744831882876,2.8825744831882876
0,Q1,mag5,Base model as tool,base_model_as_tool,0.31522445142269134,0.36487405002117157,0.27550472095608713,OLMo 3 32B Base,olmo-3-32b-base,10,99,50,38,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,normalized_quartile,0.42310322999954225,0.4572566501796246,0.38227197527885437,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,5.615851284782126,6.064885815606982,5.10558180957092
1,Q2,mag5,Base model as tool,base_model_as_tool,0.489878825545311,0.5134249910712242,0.46853091195225716,OLMo 3 32B Base,olmo-3-32b-base,10,65,50,38,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,normalized_quartile,0.2906141257286072,0.30536572113633154,0.27458359077572825,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,3.7979280653730463,3.9984693679680223,3.614250850323148
2,Q3,mag5,Base model as tool,base_model_as_tool,0.41041276454925535,0.4265657730400562,0.392884423583746,OLMo 3 32B Base,olmo-3-32b-base,10,47,50,38,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,normalized_quartile,0.34740921914577483,0.3605775646865368,0.3354279831051826,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,4.554803328994708,4.746853060147132,4.386086225850313
3,Q4,mag5,Base model as tool,base_model_as_tool,0.5974524021148682,0.5974524021148682,0.5974524021148682,OLMo 3 32B Base,olmo-3-32b-base,10,38,1,38,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,normalized_quartile,0.22022713720798492,0.22022713720798492,0.22022713720798492,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,3.004861760701266,3.004861760701266,3.004861760701266
0,0-15m,mag1,Base model as tool,base_model_as_tool,0.41027146637439726,0.4773577585816383,0.3430954337120056,OLMo 3 32B Base,olmo-3-32b-base,10,93,50,28,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,fixed_15m,0.3440369063615799,0.39456425979733467,0.29571066051721573,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,3.96204654858292,4.444794356392273,3.4626998239838325
1,15-30m,mag1,Base model as tool,base_model_as_tool,0.5942000448703766,0.6615365415811538,0.5486702606081962,OLMo 3 32B Base,olmo-3-32b-base,10,57,50,28,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,fixed_15m,0.22004021376371383,0.24847687222063541,0.1792561836540699,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,2.8916558365364944,3.163101513283467,2.5236170547696566
2,30-45m,mag1,Base model as tool,base_model_as_tool,0.54310955286026,0.601623784005642,0.5084228307008744,OLMo 3 32B Base,olmo-3-32b-base,10,49,50,28,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,fixed_15m,0.25223930209875106,0.274757794290781,0.21524033918976784,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,3.198658118064636,3.388799099137842,2.8558371404060434
3,45-60m,mag1,Base model as tool,base_model_as_tool,0.6236796975135803,0.6236796975135803,0.6236796975135803,OLMo 3 32B Base,olmo-3-32b-base,10,28,1,28,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,fixed_15m,0.20180220901966095,0.20180220901966095,0.20180220901966095,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,2.73314966468321,2.73314966468321,2.73314966468321
0,Q1,mag1,Base model as tool,base_model_as_tool,0.4107332962751389,0.4799561157822609,0.3499147370457649,OLMo 3 32B Base,olmo-3-32b-base,10,90,50,33,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,normalized_quartile,0.34590605556964876,0.3920422285795212,0.29592969492077825,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,4.140250120661437,4.663477519997759,3.651778231050934
1,Q2,mag1,Base model as tool,base_model_as_tool,0.5979288399219513,0.6388285085558891,0.5599494710564613,OLMo 3 32B Base,olmo-3-32b-base,10,58,50,33,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,normalized_quartile,0.21900042921304702,0.24284535907208918,0.19392605163156987,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,2.963944124798782,3.186929304994694,2.7183111170511536
2,Q3,mag1,Base model as tool,base_model_as_tool,0.5588539862632751,0.5838069513440132,0.5367573484778404,OLMo 3 32B Base,olmo-3-32b-base,10,46,50,33,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,normalized_quartile,0.24359335690736772,0.2578444994986057,0.22772033140063286,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,3.1922765691464976,3.3536407880672074,3.0026201473830376
3,Q4,mag1,Base model as tool,base_model_as_tool,0.5805724263191223,0.5805724263191223,0.5805724263191223,OLMo 3 32B Base,olmo-3-32b-base,10,33,1,33,OLMo 3 32B Base,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1db20037aead8578550d08c4c9a85a108d16df59,n10,normalized_quartile,0.22975173592567444,0.22975173592567444,0.22975173592567444,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag1,3.0536072936413463,3.0536072936413463,3.0536072936413463
0,0-15m,mag25,Base model as tool,base_model_as_tool,0.3018799364566803,0.36297812685370445,0.24786134175956248,OLMo 3 32B Base,olmo-3-32b-base,10,104,50,24,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,fixed_15m,0.42524787843227385,0.4716065481305122,0.3758842021226883,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,4.92198718946049,5.498167428081614,4.4011813832708775
1,15-30m,mag25,Base model as tool,base_model_as_tool,0.4763795566558838,0.5132738709449768,0.4455373130738735,OLMo 3 32B Base,olmo-3-32b-base,10,54,50,24,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,fixed_15m,0.2942792367935181,0.31542724967002866,0.2695522516965866,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,3.5173618225085455,3.733815006079466,3.2566234607390063
2,30-45m,mag25,Base model as tool,base_model_as_tool,0.34722855031490324,0.3977134764194488,0.3043540336191654,OLMo 3 32B Base,olmo-3-32b-base,10,43,50,24,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,fixed_15m,0.3883862280845642,0.4226516395807266,0.3497730351984501,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,4.580705749080428,4.972955871064053,4.1872087022299445
3,45-60m,mag25,Base model as tool,base_model_as_tool,0.5103408098220825,0.5103408098220825,0.5103408098220825,OLMo 3 32B Base,olmo-3-32b-base,10,24,1,24,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,fixed_15m,0.27147868275642395,0.27147868275642395,0.27147868275642395,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,3.30975334207336,3.30975334207336,3.30975334207336
0,Q1,mag25,Base model as tool,base_model_as_tool,0.2988904803991318,0.35566132590174676,0.25891711935400963,OLMo 3 32B Base,olmo-3-32b-base,10,103,50,28,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,normalized_quartile,0.4314091712236404,0.4657862015068531,0.38463846147060393,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,5.2074424994932516,5.6118317199532575,4.660904207261916
