group,model_family,condition,scale,novelty_mean,novelty_std,novelty_count,semantic_repetition_mean,semantic_repetition_std,semantic_repetition_count,narrative_convergence_mean,narrative_convergence_std,narrative_convergence_count,groupthink_mean,groupthink_std,groupthink_count,specificity_mean,specificity_std,specificity_count,evidence_grounding_mean,evidence_grounding_std,evidence_grounding_count,epistemic_caution_mean,epistemic_caution_std,epistemic_caution_count,template_rigidity_mean,template_rigidity_std,template_rigidity_count,source_citation_quality_mean,source_citation_quality_std,source_citation_quality_count
base-model,qwen3.5-35b-a3b-base,dom-agi,n10,2.5625,0.8139410298049854,16,3.4375,0.8139410298049854,16,4.4375,0.727438428093173,16,4.0,1.0327955589886444,16,2.625,0.806225774829855,16,1.3125,0.478713553878169,16,1.3125,0.478713553878169,16,2.375,0.8062257748298549,16,1.0,0.0,16
base-model,qwen3.5-35b-a3b-base,dom-tech,n10,2.3125,0.873212459828649,16,3.1875,1.0468205831628135,16,3.9375,1.3400870618483465,16,3.5625,1.5041608956491324,16,2.625,0.8850612031567836,16,1.4375,0.6291528696058958,16,1.1875,0.4031128874149275,16,2.5625,0.963932916061417,16,1.0625,0.25,16
base-model,qwen3.5-35b-a3b-base,mag0,n10,2.0,0.5163977794943222,16,3.8125,0.7500000000000001,16,4.75,0.4472135954999581,16,4.3125,0.7932002689527194,16,2.4375,0.8139410298049853,16,1.3125,0.6020797289396148,16,1.25,0.4472135954999579,16,2.75,0.8563488385776754,16,1.0,0.0,16
base-model,qwen3.5-35b-a3b-base,mag1,n10,2.8125,0.9810708435174291,16,2.25,0.9309493362512627,16,2.75,1.0645812948447542,16,1.8125,0.9810708435174291,16,4.3125,0.8732124598286489,16,3.0625,0.9979144919948469,16,3.25,0.8563488385776754,16,1.875,0.9574271077563381,16,1.0,0.0,16
base-model,qwen3.5-35b-a3b-base,mag25,n10,2.125,0.7187952884282609,16,3.5,1.1547005383792515,16,4.375,1.0878112581387147,16,4.125,1.2583057392117916,16,1.8125,0.9105858919765157,16,1.125,0.34156502553198664,16,1.25,0.447213595499958,16,2.6875,1.01447851956888,16,1.0,0.0,16
base-model,qwen3.5-35b-a3b-base,mag5,n10,3.5625,0.963932916061417,16,2.25,0.8563488385776752,16,3.125,1.0878112581387147,16,2.3125,1.25,16,4.4375,1.030776406404415,16,3.4375,0.8920949127381759,16,3.3125,0.7932002689527196,16,1.9375,0.8539125638299665,16,1.1875,0.75,16
base-model,qwen3.5-35b-a3b-instruct,dom-agi,n10,1.875,0.3535533905932738,8,3.125,1.1259916264596033,8,4.0,1.414213562373095,8,3.25,1.2817398889233114,8,2.25,1.0350983390135313,8,1.25,0.4629100498862757,8,2.25,0.46291004988627565,8,2.875,0.6408699444616557,8,1.0,0.0,8
base-model,qwen3.5-35b-a3b-instruct,dom-tech,n10,2.5,0.7977240352174655,12,2.75,1.2880570286640685,12,3.5833333333333335,1.5050420310248864,12,2.9166666666666665,1.2401124093721456,12,3.1666666666666665,0.834847109936722,12,1.8333333333333333,0.7177405625652734,12,3.0833333333333335,0.9962049198956218,12,2.1666666666666665,1.1146408580454255,12,1.0,0.0,12
base-model,qwen3.5-35b-a3b-instruct,mag0,n10,2.0,0.5,9,3.111111111111111,1.4529663145135578,9,3.6666666666666665,1.6583123951777,9,3.2222222222222223,1.5634719199411433,9,2.4444444444444446,0.7264831572567788,9,1.0,0.0,9,2.111111111111111,0.7817359599705717,9,2.6666666666666665,0.8660254037844386,9,1.0,0.0,9
base-model,qwen3.5-35b-a3b-instruct,mag1,n10,2.0,0.5773502691896257,13,2.230769230769231,1.3008872711759818,13,2.3846153846153846,1.386750490563073,13,1.6923076923076923,1.3774744634423888,13,3.3076923076923075,0.9473309334313419,13,1.3846153846153846,0.5063696835418333,13,2.8461538461538463,1.2810252304406973,13,2.3076923076923075,1.1821319289469756,13,1.0,0.0,13
