internal_family_label,scheme,n_runs,delta_novelty_n_valid,delta_novelty_mean,delta_novelty_median,delta_novelty_ci_low,delta_novelty_ci_high,delta_novelty_n_negative,delta_novelty_n_positive,delta_novelty_sign_p,delta_semantic_repetition_n_valid,delta_semantic_repetition_mean,delta_semantic_repetition_median,delta_semantic_repetition_ci_low,delta_semantic_repetition_ci_high,delta_semantic_repetition_n_negative,delta_semantic_repetition_n_positive,delta_semantic_repetition_sign_p,delta_frame_convergence_n_valid,delta_frame_convergence_mean,delta_frame_convergence_median,delta_frame_convergence_ci_low,delta_frame_convergence_ci_high,delta_frame_convergence_n_negative,delta_frame_convergence_n_positive,delta_frame_convergence_sign_p,delta_consensus_conformity_n_valid,delta_consensus_conformity_mean,delta_consensus_conformity_median,delta_consensus_conformity_ci_low,delta_consensus_conformity_ci_high,delta_consensus_conformity_n_negative,delta_consensus_conformity_n_positive,delta_consensus_conformity_sign_p,delta_specificity_n_valid,delta_specificity_mean,delta_specificity_median,delta_specificity_ci_low,delta_specificity_ci_high,delta_specificity_n_negative,delta_specificity_n_positive,delta_specificity_sign_p,delta_evidence_grounding_n_valid,delta_evidence_grounding_mean,delta_evidence_grounding_median,delta_evidence_grounding_ci_low,delta_evidence_grounding_ci_high,delta_evidence_grounding_n_negative,delta_evidence_grounding_n_positive,delta_evidence_grounding_sign_p,delta_epistemic_caution_n_valid,delta_epistemic_caution_mean,delta_epistemic_caution_median,delta_epistemic_caution_ci_low,delta_epistemic_caution_ci_high,delta_epistemic_caution_n_negative,delta_epistemic_caution_n_positive,delta_epistemic_caution_sign_p,delta_template_rigidity_n_valid,delta_template_rigidity_mean,delta_template_rigidity_median,delta_template_rigidity_ci_low,delta_template_rigidity_ci_high,delta_template_rigidity_n_negative,delta_template_rigidity_n_positive,delta_template_rigidity_sign_p,delta_citation_quality_n_valid,delta_citation_quality_mean,delta_citation_quality_median,delta_citation_quality_ci_low,delta_citation_quality_ci_high,delta_citation_quality_n_negative,delta_citation_quality_n_positive,delta_citation_quality_sign_p,delta_collapse_index_n_valid,delta_collapse_index_mean,delta_collapse_index_median,delta_collapse_index_ci_low,delta_collapse_index_ci_high,delta_collapse_index_n_negative,delta_collapse_index_n_positive,delta_collapse_index_sign_p
base_model_as_tool,fixed_15m,18,18,-0.06954583906802081,-0.06392225761037651,-0.20171066599828272,0.07133657550748786,12,6,0.237884521484375,18,0.12481218349102778,0.12334887334887323,-0.04210033270002078,0.2971445949825224,7,11,0.480682373046875,18,0.03140081115490724,0.09038542103058234,-0.09322852256171768,0.14114353621783696,6,12,0.237884521484375,18,0.11109486274032898,0.14538770053475947,-0.09423441774547779,0.2932821186782424,6,12,0.237884521484375,18,-0.12464103395086003,-0.11369545582096885,-0.3129334733188986,0.05104221035253773,10,8,0.8145294189453125,18,-0.08109496089374384,-0.08073651494704115,-0.2397438960735572,0.0620959335503752,11,7,0.480682373046875,18,-0.1644743073485759,-0.2945817623236977,-0.3909960736159087,0.055693690043960326,12,6,0.237884521484375,18,0.08720423944092665,0.1901676230340803,-0.09375560582576277,0.2474953319621291,6,12,0.237884521484375,18,-0.019920026413384986,-0.009782207456626058,-0.04403283530981833,-0.002937761494291986,10,2,0.03857421875,18,0.08481158717904241,0.17541938862875828,-0.059539069952071276,0.21972424298044485,6,12,0.237884521484375
base_model_as_tool,normalized_quartile,18,18,-0.07656384307793597,-0.05490807439406564,-0.19990750125501774,0.05243587926207876,13,5,0.09625244140625,18,0.1350052767757656,0.09995236694265808,-0.02621820720335133,0.30215873923062997,6,12,0.237884521484375,18,0.03660572661859948,0.0736584049300526,-0.0791056312298975,0.14079389905436457,6,12,0.237884521484375,18,0.11329565842670758,0.1380952380952385,-0.0928026050776794,0.2927018698429433,6,12,0.237884521484375,18,-0.12399694371139569,-0.134615736009691,-0.31927009582522864,0.05854534548161603,10,8,0.8145294189453125,18,-0.0892454892005592,-0.07314352314352301,-0.2516926108487288,0.06208137127106175,10,8,0.8145294189453125,18,-0.1692173113823674,-0.29005478297513687,-0.38526017481373515,0.04630707742250171,12,6,0.237884521484375,18,0.09202649161664062,0.17807834987038507,-0.08759643526870343,0.25684861345234905,5,13,0.09625244140625,18,-0.01768722786974179,0.0,-0.04292967496759975,4.714794071273826e-05,8,3,0.2265625,18,0.0906993993031302,0.16858100601463422,-0.045753894605537186,0.22213151239938692,6,12,0.237884521484375
mixed_model_roster,fixed_15m,6,6,-0.6350986549889661,-0.6414139455758717,-0.7244773091979512,-0.5409111196018621,6,0,0.03125,6,0.7207800713786373,0.7322011449939101,0.6285213003379527,0.8085566097519709,0,6,0.03125,6,0.33163720081935183,0.2802486858205331,0.24468245300127967,0.4378218635178586,0,6,0.03125,6,0.6353380236700167,0.6159372612118323,0.48350330335103214,0.790020264587307,0,6,0.03125,6,-0.408411415021759,-0.3200153306155016,-0.5592696742244105,-0.27087968877559826,6,0,0.03125,6,-0.3600542831432397,-0.30391876412851826,-0.5270518444334021,-0.2065147015935107,6,0,0.03125,6,-0.44423377499439204,-0.3539147599107424,-0.6921353542251211,-0.2338577479286199,6,0,0.03125,6,1.0666373986448403,0.9799301382879095,0.9242471962940749,1.2166404122903671,0,6,0.03125,6,-0.03203759165692418,-0.020520347415487028,-0.08427612666160311,0.0172717496992456,5,1,0.21875,6,0.6778982699003627,0.6855555024226938,0.5831841807723241,0.7754350663801007,0,6,0.03125
mixed_model_roster,normalized_quartile,6,6,-0.6174853263995442,-0.6514041514041516,-0.6933125456465615,-0.5183917933745797,6,0,0.03125,6,0.6994874497630542,0.7015276509201407,0.6025400641482815,0.7881488742258973,0,6,0.03125,6,0.3199781305636451,0.26953593709824863,0.2315102851227615,0.4335100966376569,0,6,0.03125,6,0.6044682195755925,0.587590771801298,0.43599868636225264,0.774962258956415,0,6,0.03125,6,-0.39209832455875243,-0.3329531147002056,-0.5311006259988896,-0.26048794308865536,6,0,0.03125,6,-0.32926392024586965,-0.25756391485813945,-0.4765998648596814,-0.19193229214941557,6,0,0.03125,6,-0.41200946300792535,-0.31744233554953016,-0.6483526336106348,-0.20231870576939387,6,0,0.03125,6,1.0470544035280758,0.9664976613703748,0.8971951930761334,1.2178222088341963,0,6,0.03125,6,-0.01859039818328097,-0.017263122003123632,-0.07794949175732609,0.040768695390764144,4,2,0.6875,6,0.6576947059659829,0.6530169228087823,0.5571744502666186,0.7573361852818005,0,6,0.03125
obsession_prompting,normalized_quartile,9,9,-0.1504297433492123,-0.170854271356784,-0.2643203913862628,-0.007389848391111321,8,1,0.0390625,9,0.15486185620066648,0.22258414766558055,-0.002471388447397077,0.2925217184996686,1,8,0.0390625,9,0.07723110333421859,0.07142857142857206,-0.06448149079882402,0.20232289666106007,2,7,0.1796875,9,0.1940422718029964,0.18518518518518512,-0.052961707081393625,0.3960076119663949,1,8,0.0390625,9,-0.17087509129842068,-0.14999999999999947,-0.3953148384584971,0.022163603565039637,6,3,0.5078125,9,-0.18453865541533368,-0.15753627480011811,-0.3274309274745872,-0.043617325461666884,8,1,0.0390625,9,-0.21539045180133515,-0.18211430263547523,-0.44867390884119557,0.030681125521660156,8,1,0.0390625,9,0.08108145547311713,0.28652968036529725,-0.3016502877773035,0.3435403334197479,2,7,0.1796875,9,-0.010461599101456276,0.0,-0.074510573984669,0.061997549967704596,4,2,0.6875,9,0.1315292860320422,0.15883920639620985,-0.07309231944194385,0.2733766201261279,1,8,0.0390625
single_model_final,fixed_15m,48,48,-0.3081502753408492,-0.30190485260589783,-0.38039286354377955,-0.2352327614729158,44,4,1.5138326148189662e-09,48,0.33827938069060365,0.32357539848794925,0.2634740154359997,0.41203221068315693,4,44,1.5138326148189662e-09,48,0.07538846391922453,0.06730859853601823,0.05219069994986709,0.10142593138861815,8,40,3.305266709219268e-06,48,0.19157496556187095,0.1944184248183385,0.09939361426644122,0.2810963152875924,11,37,0.00022224496262168714,48,-0.1446694229430696,-0.08223225819009938,-0.2510354545563394,-0.05181068370411749,31,17,0.05946337525377032,48,-0.12013982631761072,-0.12233934096794818,-0.19214455905972797,-0.053827954790112535,35,13,0.0020881073339964473,48,-0.42338288114134065,-0.4150526871748941,-0.5081953408231588,-0.34155018723404285,44,4,1.5138326148189662e-09,48,0.5381106739836076,0.4511637110447364,0.4208172087369547,0.6551022495179973,1,47,3.481659405224491e-13,48,-0.018150037418933975,0.0,-0.04985416333797003,4.4559312021545704e-05,20,8,0.03569813817739487,48,0.29030075189923105,0.25093462108264286,0.22396543244617895,0.3559646523571753,2,46,8.363087999896379e-12
single_model_final,normalized_quartile,48,48,-0.3124891553667734,-0.28539371633414123,-0.381460553180864,-0.24222797559765277,44,4,1.5138326148189662e-09,48,0.3402630214561854,0.30766130347150167,0.2669242268909172,0.40994690620652313,3,45,1.312585595769633e-10,48,0.07635545336287446,0.07251619716299906,0.055942077111614134,0.09873322014745953,5,43,1.3680484300948592e-08,48,0.20302861511012335,0.1881795943923814,0.11796565282486635,0.2861444048323004,10,38,6.169640777642371e-05,48,-0.1627408750933164,-0.08607447608673091,-0.26369728463758124,-0.0681422106328301,33,15,0.013283281562245008,48,-0.13833006325197317,-0.13017331127852827,-0.20305738516368754,-0.0722463990089835,38,10,6.169640777642371e-05,48,-0.43488350809691373,-0.4318564954473445,-0.529987910690391,-0.34451185376378207,45,3,1.312585595769633e-10,48,0.5604768172629762,0.4001145668995567,0.43615797864516115,0.688960576637074,1,47,3.481659405224491e-13,48,-0.017293914321344958,0.0,-0.047159053233796225,0.00015757372995096164,21,8,0.0241195447742939,48,0.2985226125117867,0.24940884076099157,0.23339640470953577,0.36288461563943614,2,46,8.363087999896379e-12
