delta_mean_pairwise_cosine_ci_high,delta_mean_pairwise_cosine_ci_low,delta_mean_pairwise_cosine_mean,delta_mean_pairwise_cosine_median,delta_mean_pairwise_cosine_n_negative,delta_mean_pairwise_cosine_n_positive,delta_mean_pairwise_cosine_n_valid,delta_mean_pairwise_cosine_sign_p,delta_semantic_radius_ci_high,delta_semantic_radius_ci_low,delta_semantic_radius_mean,delta_semantic_radius_median,delta_semantic_radius_n_negative,delta_semantic_radius_n_positive,delta_semantic_radius_n_valid,delta_semantic_radius_sign_p,delta_vendi_score_ci_high,delta_vendi_score_ci_low,delta_vendi_score_mean,delta_vendi_score_median,delta_vendi_score_n_negative,delta_vendi_score_n_positive,delta_vendi_score_n_valid,delta_vendi_score_sign_p,internal_family_label,n_runs,scheme
0.15333667823589509,0.03617161182893646,0.09470465077294243,0.09622533857822418,5,13,18,0.09625244140625,-0.023401834090550768,-0.10705867965353859,-0.06525960200362735,-0.07050259858369826,13,5,18,0.09625244140625,-0.2881991418380344,-1.2647744458266974,-0.7776712252151569,-0.9290443155482535,12,6,18,0.237884521484375,base_model_as_tool,18,fixed_15m
0.14328503990297514,0.02929595763319069,0.0857306492825349,0.09825792491436003,5,13,18,0.09625244140625,-0.018855927124619497,-0.10139023827347489,-0.059962763024701014,-0.07222452878952026,13,5,18,0.09625244140625,-0.24218583151177445,-1.278424982944413,-0.757419740212685,-0.9134125735866672,12,6,18,0.237884521484375,base_model_as_tool,18,normalized_quartile
0.013303156733512886,-0.03281319546699526,-0.009569843709468848,-0.00041078150272369496,3,3,6,1.0,0.024091177682081865,-0.008754943504929561,0.007050758699576054,0.0002200251817703336,3,3,6,1.0,-0.0783663056010558,-0.48235314710906757,-0.2870897713789991,-0.33988283753786463,4,2,6,0.6875,mixed_model_roster,6,fixed_15m
0.012166217764218648,-0.03580479224522907,-0.011674670676390322,-0.005602471828460687,4,2,6,0.6875,0.02597936948140463,-0.008307527219255777,0.008571429351965587,0.004089336395263654,2,4,6,0.6875,-0.04137212820306398,-0.45121803811488564,-0.24701183063305554,-0.24831859125510114,4,2,6,0.6875,mixed_model_roster,6,normalized_quartile
0.0741355375481976,0.010753535980979596,0.03833775560061137,0.022651088833808897,2,7,9,0.1796875,-0.007784411423736143,-0.033677735792265996,-0.020724166499243843,-0.01738354265689851,7,2,9,0.1796875,-0.041592375918138504,-0.367084241962198,-0.18707089496439988,-0.1782933750811697,6,3,9,0.5078125,obsession_prompting,9,normalized_quartile
0.08249065005996571,0.03757671692191314,0.05880058895796538,0.037915467917919166,7,41,48,6.240408438884515e-07,-0.025687674412659053,-0.054733976785714435,-0.03948925622428457,-0.02707111239433288,41,7,48,6.240408438884515e-07,-0.5206336616120157,-0.9562308997305546,-0.7346519203129956,-0.6952417121313814,42,6,48,1.0087482138487758e-07,single_model_final,48,fixed_15m
0.08377169569705924,0.037922168588886654,0.059443624926110106,0.03790777325630185,7,41,48,6.240408438884515e-07,-0.025749451416389405,-0.05542578659703334,-0.039899219249685605,-0.026094320118427272,41,7,48,6.240408438884515e-07,-0.5513361765805612,-1.0163903322365184,-0.7785782798794064,-0.6969468894609863,40,8,48,3.305266709219268e-06,single_model_final,48,normalized_quartile
