delta_compression_gzip_ci_high,delta_compression_gzip_ci_low,delta_compression_gzip_mean,delta_compression_gzip_median,delta_compression_gzip_n_negative,delta_compression_gzip_n_positive,delta_compression_gzip_n_valid,delta_compression_gzip_sign_p,delta_distinct_5_ci_high,delta_distinct_5_ci_low,delta_distinct_5_cumulative_ci_high,delta_distinct_5_cumulative_ci_low,delta_distinct_5_cumulative_mean,delta_distinct_5_cumulative_median,delta_distinct_5_cumulative_n_negative,delta_distinct_5_cumulative_n_positive,delta_distinct_5_cumulative_n_valid,delta_distinct_5_cumulative_sign_p,delta_distinct_5_mean,delta_distinct_5_median,delta_distinct_5_n_negative,delta_distinct_5_n_positive,delta_distinct_5_n_valid,delta_distinct_5_sign_p,delta_distinct_5_sub_mean_ci_high,delta_distinct_5_sub_mean_ci_low,delta_distinct_5_sub_mean_mean,delta_distinct_5_sub_mean_median,delta_distinct_5_sub_mean_n_negative,delta_distinct_5_sub_mean_n_positive,delta_distinct_5_sub_mean_n_valid,delta_distinct_5_sub_mean_sign_p,delta_simpson_5gram_effective_ci_high,delta_simpson_5gram_effective_ci_low,delta_simpson_5gram_effective_mean,delta_simpson_5gram_effective_median,delta_simpson_5gram_effective_n_negative,delta_simpson_5gram_effective_n_positive,delta_simpson_5gram_effective_n_valid,delta_simpson_5gram_effective_sign_p,internal_family_label,n_runs,scheme
0.02867147052442846,0.0022866795885202636,0.015284269941828375,0.016780208485567244,6,12,18,0.237884521484375,0.01811999926983166,0.006460844458461662,-0.0032563711029133732,-0.015083042306488636,-0.009083040044527653,-0.0075861521410190424,15,3,18,0.007537841796875,0.011963514240816368,0.011225871302764368,3,15,18,0.007537841796875,0.0019359874650820917,-0.004849988989419292,-0.0015032965119598013,-0.00011966454995032683,9,9,18,1.0,-9792.664916361346,-12896.287690142624,-11252.270235715632,-10670.224615143212,18,0,18,7.62939453125e-06,base_model_as_tool,18,fixed_15m
0.024810943486316458,-0.0020592530596259093,0.011196122804037716,0.012273920720581255,6,12,18,0.237884521484375,0.01582102965111993,0.004889884774706365,-0.0036003277349092376,-0.015640898285402702,-0.00958179535923379,-0.008057410776112828,15,3,18,0.007537841796875,0.010158520325957395,0.00734151332578864,3,15,18,0.007537841796875,0.0026611258175073924,-0.004778112746594116,-0.00104111197836169,0.0012945073563844223,8,10,18,0.8145294189453125,-8399.564247274415,-11297.797449271167,-9773.849987372725,-9151.636668010757,18,0,18,7.62939453125e-06,base_model_as_tool,18,normalized_quartile
-0.007412099405878982,-0.061912216376783236,-0.03653830617907925,-0.04058143730126618,5,1,6,0.21875,-0.06106050520083167,-0.20588011931630826,-0.04302033210336372,-0.07459898478583162,-0.059396426143094316,-0.0670976249199019,6,0,6,0.03125,-0.13243404668266825,-0.12250103580977628,5,1,6,0.21875,-0.07462727752581882,-0.2125503678596916,-0.14150890795782756,-0.1308535835681845,6,0,6,0.03125,-12743.169115141704,-18602.70237295728,-15682.639422643797,-16420.65515725391,6,0,6,0.03125,mixed_model_roster,6,fixed_15m
-0.0100902766259913,-0.062237922913564524,-0.03784026313489488,-0.04102345540188149,5,1,6,0.21875,-0.05945523810515899,-0.20464986747078315,-0.04191924389353809,-0.0749124338110613,-0.05915572613116018,-0.06750099693863065,6,0,6,0.03125,-0.1307626442706525,-0.12758507684483067,5,1,6,0.21875,-0.06969782242348839,-0.20927838527575804,-0.13603405126323928,-0.13069902575270576,6,0,6,0.03125,-11139.621683342853,-17646.071312139746,-14471.523711263391,-15484.619117264818,6,0,6,0.03125,mixed_model_roster,6,normalized_quartile
0.10430437803535197,0.058461937000920686,0.08024075018288768,0.07249684307875531,0,9,9,0.00390625,0.03274049685707146,-0.008128893866236206,-0.0051714140030796945,-0.01618311796680285,-0.010958353180917781,-0.011597097816234636,7,2,9,0.1796875,0.010700709424610667,0.006685236768802283,3,6,9,0.5078125,0.01013295443569344,-0.027330784130852524,-0.009557508207399312,-0.012191506546167297,6,3,9,0.5078125,-10010.102036112423,-19390.854432640204,-14855.55245772073,-15856.08306702334,9,0,9,0.00390625,obsession_prompting,9,normalized_quartile
-0.024870972679477243,-0.04959501453454313,-0.03673359744781431,-0.030900596728076435,44,4,48,1.5138326148189662e-09,-0.06907838404908094,-0.14067796215919343,-0.06148833219718476,-0.09659778781355473,-0.07861569083786692,-0.056762656282411283,48,0,48,7.105427357601002e-15,-0.10165909188299921,-0.06400857340089888,44,4,48,1.5138326148189662e-09,-0.07952862716260756,-0.1536211126815623,-0.11343533552769271,-0.07869316945756266,47,1,48,3.481659405224491e-13,-6980.626819058569,-9589.244870093395,-8253.032890255015,-6942.046460739418,47,1,48,3.481659405224491e-13,single_model_final,48,fixed_15m
-0.0342359736966411,-0.05869901609831003,-0.04602274808851101,-0.04555858802013345,43,5,48,1.3680484300948592e-08,-0.08287572300974802,-0.1556491723394157,-0.06530671434668966,-0.10074736418180806,-0.08255777509859284,-0.06785528794120044,48,0,48,7.105427357601002e-15,-0.11624149964273116,-0.0950933379437674,44,4,48,1.5138326148189662e-09,-0.08857106731905204,-0.16456436650772466,-0.12341138294989412,-0.10569994704460867,47,1,48,3.481659405224491e-13,-6870.757870967214,-10167.45404910968,-8463.28194223804,-7499.642735768657,47,1,48,3.481659405224491e-13,single_model_final,48,normalized_quartile
